subject,session,run,project,extracted_mean_x,condition_in_table,n_candidates,condition_separation_mm,recommended,reason,baseline_side_ok,baseline_mean_x,swap
sub-040,ses-2,run-02,P0,50.42,target,2,81.59,target,matches the side of the 'target' montage,,,no
sub-042,ses-1,run-01,P0,72.05,unknown,2,24.3,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-042,ses-1,run-02,P0,72.24,unknown,2,24.3,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-042,ses-2,run-01,P0,69.9,unknown,2,24.3,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-042,ses-2,run-02,P0,70.19,unknown,2,24.3,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-042,ses-3,run-01,P0,71.32,unknown,2,24.3,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-042,ses-3,run-02,P0,71.48,unknown,2,24.3,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-042,ses-4,run-01,P0,72.11,unknown,2,24.3,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-042,ses-4,run-02,P0,72.1,unknown,2,24.3,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-043,ses-1,run-01,P0,56.52,unknown,2,32.47,unknown,side is ambiguous,,,no
sub-043,ses-1,run-02,P0,56.51,unknown,2,32.47,unknown,side is ambiguous,,,no
sub-043,ses-2,run-01,P0,59.51,unknown,2,32.47,unknown,side is ambiguous,,,no
sub-043,ses-2,run-02,P0,58.37,unknown,2,32.47,unknown,side is ambiguous,,,no
sub-043,ses-3,run-01,P0,56.29,unknown,2,32.47,unknown,side is ambiguous,,,no
sub-043,ses-3,run-02,P0,56.87,unknown,2,32.47,unknown,side is ambiguous,,,no
sub-043,ses-4,run-01,P0,56.3,unknown,2,32.47,unknown,side is ambiguous,,,no
sub-043,ses-4,run-02,P0,56.18,unknown,2,32.47,unknown,side is ambiguous,,,no
sub-044,ses-1,run-01,P0,76.56,unknown,2,81.2,target,matches the side of the 'target' montage,,,yes
sub-044,ses-1,run-02,P0,76.56,unknown,2,81.2,target,matches the side of the 'target' montage,,,yes
sub-044,ses-2,run-01,P0,75.67,unknown,2,81.2,target,matches the side of the 'target' montage,,,yes
sub-044,ses-2,run-02,P0,75.48,unknown,2,81.2,target,matches the side of the 'target' montage,,,yes
sub-044,ses-3,run-01,P0,78.02,unknown,2,81.2,target,matches the side of the 'target' montage,,,yes
sub-044,ses-3,run-02,P0,78.53,unknown,2,81.2,target,matches the side of the 'target' montage,,,yes
sub-044,ses-4,run-01,P0,74.97,unknown,2,81.2,target,matches the side of the 'target' montage,,,yes
sub-044,ses-4,run-02,P0,75.17,unknown,2,81.2,target,matches the side of the 'target' montage,,,yes
sub-046,ses-1,run-01,P0,51.04,unknown,2,23.14,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-046,ses-1,run-02,P0,48.97,unknown,2,23.14,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-046,ses-2,run-01,P0,60.4,unknown,2,23.14,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-046,ses-2,run-02,P0,59.54,unknown,2,23.14,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-046,ses-3,run-01,P0,56.58,unknown,2,23.14,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-046,ses-3,run-02,P0,57.65,unknown,2,23.14,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-046,ses-4,run-01,P0,56.72,unknown,2,23.14,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-046,ses-4,run-02,P0,56.73,unknown,2,23.14,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-047,ses-1,run-01,P0,-72.92,control,2,119.4,control,matches the side of the 'control' montage,,,no
sub-047,ses-1,run-02,P0,-73.04,control,2,119.4,control,matches the side of the 'control' montage,,,no
sub-047,ses-2,run-01,P0,-70.75,control,2,119.4,control,matches the side of the 'control' montage,,,no
sub-047,ses-2,run-02,P0,-70.01,control,2,119.4,control,matches the side of the 'control' montage,,,no
sub-047,ses-3,run-01,P0,-69.33,control,2,119.4,control,matches the side of the 'control' montage,,,no
sub-047,ses-3,run-02,P0,-69.41,control,2,119.4,control,matches the side of the 'control' montage,,,no
sub-047,ses-4,run-01,P0,-73.74,control,2,119.4,control,matches the side of the 'control' montage,,,no
sub-047,ses-4,run-02,P0,-73.87,control,2,119.4,control,matches the side of the 'control' montage,,,no
sub-048,ses-1,run-01,P0,-66.8,unknown,2,29.53,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-048,ses-1,run-02,P0,-66.1,unknown,2,29.53,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-048,ses-2,run-01,P0,-66.96,unknown,2,29.53,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-048,ses-2,run-02,P0,-67.03,unknown,2,29.53,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-048,ses-3,run-01,P0,-66.31,unknown,2,29.53,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-048,ses-3,run-02,P0,-66.21,unknown,2,29.53,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-048,ses-4,run-01,P0,-67.61,unknown,2,29.53,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-048,ses-4,run-02,P0,-67.59,unknown,2,29.53,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-049,ses-1,run-01,P0,-63.69,target,2,107.21,target,matches the side of the 'target' montage,,,no
sub-049,ses-1,run-02,P0,-63.66,target,2,107.21,target,matches the side of the 'target' montage,,,no
sub-049,ses-2,run-01,P0,-65.18,target,2,107.21,target,matches the side of the 'target' montage,,,no
sub-049,ses-2,run-02,P0,-65.04,target,2,107.21,target,matches the side of the 'target' montage,,,no
sub-049,ses-3,run-01,P0,-64.89,target,2,107.21,target,matches the side of the 'target' montage,,,no
sub-049,ses-3,run-02,P0,-64.96,target,2,107.21,target,matches the side of the 'target' montage,,,no
sub-049,ses-4,run-01,P0,-66.87,target,2,107.21,target,matches the side of the 'target' montage,,,no
sub-049,ses-4,run-02,P0,-66.48,target,2,107.21,target,matches the side of the 'target' montage,,,no
sub-052,ses-2,run-01,P0,-65.69,unknown,2,24.07,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-052,ses-2,run-02,P0,-65.33,unknown,2,24.07,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-052,ses-3,run-01,P0,-64.5,unknown,2,24.07,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-052,ses-3,run-02,P0,-63.98,unknown,2,24.07,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-052,ses-4,run-01,P0,-62.32,unknown,2,24.07,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-052,ses-4,run-02,P0,-62.77,unknown,2,24.07,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-054,ses-1,run-01,P0,69.37,target,2,107.12,target,matches the side of the 'target' montage,,,no
sub-054,ses-1,run-02,P0,69.02,target,2,107.12,target,matches the side of the 'target' montage,,,no
sub-054,ses-2,run-01,P0,71.07,target,2,107.12,target,matches the side of the 'target' montage,,,no
sub-054,ses-2,run-02,P0,71.29,target,2,107.12,target,matches the side of the 'target' montage,,,no
sub-054,ses-3,run-01,P0,70.56,target,2,107.12,target,matches the side of the 'target' montage,,,no
sub-054,ses-3,run-02,P0,70.75,target,2,107.12,target,matches the side of the 'target' montage,,,no
sub-054,ses-4,run-01,P0,71.13,target,2,107.12,target,matches the side of the 'target' montage,,,no
sub-054,ses-4,run-02,P0,70.7,target,2,107.12,target,matches the side of the 'target' montage,,,no
sub-055,ses-1,run-01,P0,72.39,target,2,33.37,target,side is ambiguous,,,no
sub-055,ses-1,run-02,P0,72.6,target,2,33.37,target,side is ambiguous,,,no
sub-055,ses-2,run-01,P0,72.29,target,2,33.37,target,side is ambiguous,,,no
sub-055,ses-2,run-02,P0,72.5,target,2,33.37,target,side is ambiguous,,,no
sub-055,ses-3,run-01,P0,71.73,target,2,33.37,target,side is ambiguous,,,no
sub-055,ses-3,run-02,P0,71.9,target,2,33.37,target,side is ambiguous,,,no
sub-055,ses-4,run-01,P0,72.04,target,2,33.37,target,side is ambiguous,,,no
sub-055,ses-4,run-02,P0,72.27,target,2,33.37,target,side is ambiguous,,,no
sub-056,ses-1,run-01,P0,74.28,target,2,121.01,target,matches the side of the 'target' montage,,,no
sub-056,ses-1,run-02,P0,74.65,target,2,121.01,target,matches the side of the 'target' montage,,,no
sub-056,ses-2,run-01,P0,76.12,target,2,121.01,target,matches the side of the 'target' montage,,,no
sub-056,ses-2,run-02,P0,76.26,target,2,121.01,target,matches the side of the 'target' montage,,,no
sub-056,ses-3,run-01,P0,76.22,target,2,121.01,target,matches the side of the 'target' montage,,,no
sub-056,ses-3,run-02,P0,76.2,target,2,121.01,target,matches the side of the 'target' montage,,,no
sub-056,ses-4,run-01,P0,76.67,target,2,121.01,target,matches the side of the 'target' montage,,,no
sub-056,ses-4,run-02,P0,76.98,target,2,121.01,target,matches the side of the 'target' montage,,,no
sub-057,ses-1,run-01,P0,60.9,target,2,0.92,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-057,ses-1,run-02,P0,61.85,target,2,0.92,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-057,ses-2,run-01,P0,48.35,target,2,0.92,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-057,ses-2,run-02,P0,48.45,target,2,0.92,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-058,ses-1,run-01,P0,41.1,unknown,2,33.17,unknown,side is ambiguous,,,no
sub-058,ses-1,run-02,P0,41.45,unknown,2,33.17,unknown,side is ambiguous,,,no
sub-058,ses-2,run-01,P0,46.65,unknown,2,33.17,unknown,side is ambiguous,,,no
sub-058,ses-2,run-02,P0,47.39,unknown,2,33.17,unknown,side is ambiguous,,,no
sub-058,ses-3,run-01,P0,41.07,unknown,2,33.17,unknown,side is ambiguous,,,no
sub-058,ses-3,run-02,P0,41.41,unknown,2,33.17,unknown,side is ambiguous,,,no
sub-058,ses-4,run-01,P0,46.93,unknown,2,33.17,unknown,side is ambiguous,,,no
sub-058,ses-4,run-02,P0,47.08,unknown,2,33.17,unknown,side is ambiguous,,,no
sub-059,ses-1,run-01,P0,-61.75,control,2,106.48,control,matches the side of the 'control' montage,,,no
sub-059,ses-1,run-02,P0,-61.57,control,2,106.48,control,matches the side of the 'control' montage,,,no
sub-059,ses-2,run-01,P0,-62.15,control,2,106.48,control,matches the side of the 'control' montage,,,no
sub-059,ses-2,run-02,P0,-62.18,control,2,106.48,control,matches the side of the 'control' montage,,,no
sub-059,ses-3,run-01,P0,-61.27,control,2,106.48,control,matches the side of the 'control' montage,,,no
sub-059,ses-3,run-02,P0,-61.02,control,2,106.48,control,matches the side of the 'control' montage,,,no
sub-059,ses-4,run-01,P0,-61.06,control,2,106.48,control,matches the side of the 'control' montage,,,no
sub-059,ses-4,run-02,P0,-60.72,control,2,106.48,control,matches the side of the 'control' montage,,,no
sub-060,ses-1,run-01,P0,51.44,unknown,2,17.84,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-060,ses-1,run-02,P0,51.43,unknown,2,17.84,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-060,ses-2,run-01,P0,53.67,unknown,2,17.84,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-060,ses-2,run-02,P0,54.58,unknown,2,17.84,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-060,ses-3,run-01,P0,49.33,unknown,2,17.84,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-060,ses-3,run-02,P0,49.41,unknown,2,17.84,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-060,ses-4,run-01,P0,50.15,unknown,2,17.84,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-060,ses-4,run-02,P0,50.49,unknown,2,17.84,unknown,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-062,ses-1,run-01,P0,-67.08,target,2,25.62,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-062,ses-1,run-02,P0,-67.53,target,2,25.62,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-062,ses-2,run-01,P0,-67.66,target,2,25.62,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-062,ses-2,run-02,P0,-67.52,target,2,25.62,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-062,ses-3,run-01,P0,-64.43,target,2,25.62,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-062,ses-3,run-02,P0,-64.08,target,2,25.62,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-062,ses-4,run-01,P0,-68.66,target,2,25.62,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-062,ses-4,run-02,P0,-68.66,target,2,25.62,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-064,ses-1,run-01,P0,-62.99,target,2,103.77,target,matches the side of the 'target' montage,,,no
sub-064,ses-1,run-02,P0,-62.66,target,2,103.77,target,matches the side of the 'target' montage,,,no
sub-064,ses-2,run-01,P0,-63.54,target,2,103.77,target,matches the side of the 'target' montage,,,no
sub-064,ses-2,run-02,P0,-63.11,target,2,103.77,target,matches the side of the 'target' montage,,,no
sub-065,ses-1,run-01,P0,73.21,target,2,117.15,target,matches the side of the 'target' montage,,,no
sub-065,ses-1,run-02,P0,73.24,target,2,117.15,target,matches the side of the 'target' montage,,,no
sub-065,ses-2,run-01,P0,73.84,target,2,117.15,target,matches the side of the 'target' montage,,,no
sub-065,ses-2,run-02,P0,73.7,target,2,117.15,target,matches the side of the 'target' montage,,,no
sub-065,ses-3,run-01,P0,75.3,target,2,117.15,target,matches the side of the 'target' montage,,,no
sub-065,ses-3,run-02,P0,75.45,target,2,117.15,target,matches the side of the 'target' montage,,,no
sub-065,ses-4,run-01,P0,72.48,target,2,117.15,target,matches the side of the 'target' montage,,,no
sub-065,ses-4,run-02,P0,72.31,target,2,117.15,target,matches the side of the 'target' montage,,,no
sub-066,ses-1,run-01,P0,-64.62,target,2,109.71,target,matches the side of the 'target' montage,,,no
sub-066,ses-1,run-02,P0,-64.35,target,2,109.71,target,matches the side of the 'target' montage,,,no
sub-066,ses-2,run-01,P0,-62.92,target,2,109.71,target,matches the side of the 'target' montage,,,no
sub-066,ses-2,run-02,P0,-63.24,target,2,109.71,target,matches the side of the 'target' montage,,,no
sub-066,ses-3,run-01,P0,-59.7,target,2,109.71,target,matches the side of the 'target' montage,,,no
sub-066,ses-3,run-02,P0,-59.98,target,2,109.71,target,matches the side of the 'target' montage,,,no
sub-066,ses-4,run-01,P0,-65.27,target,2,109.71,target,matches the side of the 'target' montage,,,no
sub-066,ses-4,run-02,P0,-64.47,target,2,109.71,target,matches the side of the 'target' montage,,,no
sub-067,ses-1,run-01,P0,-61.98,target,2,103.57,target,matches the side of the 'target' montage,,,no
sub-067,ses-1,run-02,P0,-62.66,target,2,103.57,target,matches the side of the 'target' montage,,,no
sub-067,ses-2,run-01,P0,-60.83,target,2,103.57,target,matches the side of the 'target' montage,,,no
sub-067,ses-2,run-02,P0,-61.72,target,2,103.57,target,matches the side of the 'target' montage,,,no
sub-067,ses-3,run-01,P0,-63.2,target,2,103.57,target,matches the side of the 'target' montage,,,no
sub-067,ses-3,run-02,P0,-63.51,target,2,103.57,target,matches the side of the 'target' montage,,,no
sub-067,ses-4,run-01,P0,-65.0,target,2,103.57,target,matches the side of the 'target' montage,,,no
sub-067,ses-4,run-02,P0,-65.04,target,2,103.57,target,matches the side of the 'target' montage,,,no
sub-068,ses-1,run-01,P0,-65.1,target,2,106.0,target,matches the side of the 'target' montage,,,no
sub-068,ses-1,run-02,P0,-65.13,target,2,106.0,target,matches the side of the 'target' montage,,,no
sub-068,ses-2,run-01,P0,-65.95,target,2,106.0,target,matches the side of the 'target' montage,,,no
