index,anode,cathode1,cathode2,cathode3,exp,condition,subject,stim,session,run
P3_target_sub-3130,"[-70.4021914386189, 14.686411698774565, 20.403281732922565]","[-45.05069337035578, 54.37761963901234, 35.66134268646801]","[-72.1310697072781, 8.261210804999468, -29.05337669475172]","[-68.57002367555133, -26.507466197873363, 48.60930799525759]",P3,target,sub-3130,active,ses-baseline,run-baseline
P1_target_sub-1129,"[69.76577625581217, -47.15694465486367, 15.441598031272568]","[55.617414413597494, -66.27567801839743, 47.269871946188886]","[64.54053314990801, -63.509252182744504, -20.307773237679196]","[73.3485630778601, -8.694896237657542, 17.385216957367657]",P1,target,sub-1129,active,ses-baseline,run-baseline
P3_target_sub-3120,"[-67.37683649937257, 27.808982520036533, 11.896996556227599]","[-40.95576580481344, 67.55334944516927, 24.933264594434014]","[-70.07547870419184, 17.994911422802772, -36.996752458429945]","[-66.5390020683959, -11.168258429504663, 42.89462631187903]",P3,target,sub-3120,active,ses-baseline,run-baseline
P6_control_sub-6216,"[-67.13574082313004, 16.1848742134342, 29.658483765904666]","[-36.995390064550094, 52.54360153514761, 44.824615011703095]","[-68.16464397655294, 10.17323693989201, -19.746608690248127]","[-66.76612342002508, -25.931775569381212, 56.431506589226935]",P6,control,sub-6216,active,ses-baseline,run-baseline
P8_target_sub-8101,"[-49.09127897450916, 46.64758689475777, 52.56093243731656]","[-21.738499739701194, 74.04602709896213, 60.69079034572384]","[-62.030290863887274, 45.804571731267444, 15.226844155705072]","[-45.78989960254067, 11.397254623258426, 70.95066415994212]",P8,target,sub-8101,active,ses-baseline,run-baseline
P8_control_sub-8112,"[51.1537587974513, -0.7427044823153942, 82.53301519261767]","[50.36659476018019, -52.415844989750624, 68.258071287124]","[72.35744152339795, 32.29525795039616, 44.95598765416527]","[1.8687418367822288, 16.723498496142977, 96.34383154011287]",P8,control,sub-8112,active,ses-baseline,run-baseline
P5_target_sub-5144,"[-45.63272707346061, -0.7170076697638187, 78.27806451393751]","[-28.56374907467672, 51.36501708235853, 81.40299306515477]","[-76.97039409983111, -11.189275179519834, 37.05682281375934]","[-7.8356223859398675, -38.91267570282372, 87.20876279281839]",P5,target,sub-5144,active,ses-baseline,run-baseline
P2_target_sub-2228,"[-21.5240714849198, -46.573152397270405, 60.60587557954287]","[-56.28094329835132, 2.9328255970797454, 46.72303814768042]","[-16.914029206949692, -82.06315255607946, 8.616940356504582]","[35.609004287011324, -24.508253136160253, 75.59589546545108]",P2,target,sub-2228,active,ses-baseline,run-baseline
P8_control_sub-8204,"[45.630584436337635, 0.7365208392597921, 92.31818117328551]","[42.592715790024236, -51.511174718766874, 81.22314748116445]","[69.54179232784543, 30.272328986382558, 54.35430818856232]","[-1.4315139104269832, 22.181238033961428, 108.22306633012086]",P8,control,sub-8204,active,ses-baseline,run-baseline
P3_target_sub-3201,"[-64.406865230135, 15.425236064325633, 32.6925882786853]","[-33.573483614180255, 50.49435296571105, 48.52094770409082]","[-71.6572831000332, 14.780867884985327, -15.90907494334114]","[-58.50588687596464, -29.436210900501738, 53.004597968458505]",P3,target,sub-3201,active,ses-baseline,run-baseline
P2_control_sub-2277,"[68.82419105548517, -29.146102313030934, 10.943287151802535]","[60.9508623221929, -49.361250990806134, 44.13626312446825]","[59.07105145598218, -44.79130549463573, -24.411553169113684]","[74.10901070940055, 10.233799022681405, 13.351162106671365]",P2,control,sub-2277,active,ses-baseline,run-baseline
P5_target_sub-5101,"[-47.43181494488757, 6.316960798650967, 72.63995468381466]","[-22.637243705022108, 55.27008528252897, 70.56829797674631]","[-70.939787900188, -6.675033576491241, 26.803928830355726]","[-16.887885204321037, -34.04777385274745, 90.83957783234634]",P5,target,sub-5101,active,ses-baseline,run-baseline
P8_control_sub-8147,"[52.562822966420065, -18.547534585208965, 84.79375321696835]","[39.63394665166093, -65.62065285683244, 63.116464465690186]","[76.43985419814244, 13.592474094619714, 48.0536868773286]","[7.363614278227434, 6.401035714485537, 101.67891114847048]",P8,control,sub-8147,active,ses-baseline,run-baseline
P8_target_sub-8112,"[-43.59979414632971, 56.54310825650666, 58.40640824543417]","[-11.297170243378831, 78.22314389941083, 65.36181400124346]","[-57.30863354026317, 58.015747824511706, 20.992297073820062]","[-45.498060702551555, 21.09399329647832, 76.26597095640898]",P8,target,sub-8112,active,ses-baseline,run-baseline
P8_target_sub-8165,"[-60.071846888766004, 60.84128063106397, 72.04969778680999]","[-30.705748000415035, 86.47676268244354, 78.60275708108372]","[-73.15152058443913, 59.35831705018137, 34.950799165563865]","[-57.63614325896475, 26.05043545539816, 91.1749913988972]",P8,target,sub-8165,active,ses-baseline,run-baseline
P2_target_sub-2271,"[-29.425047796563266, -83.46305975390408, 3.55355219347287]","[-72.29956332995326, -37.49989017780954, 4.658475804448483]","[-6.092566077597601, -86.05739320720078, -55.63680528810512]","[17.69573491644496, -66.76274543023781, 43.27246220705084]",P2,target,sub-2271,active,ses-baseline,run-baseline
P8_target_sub-8102,"[-58.412345051503934, 50.39462651576489, 54.94784621919043]","[-30.141702120327864, 77.34503299293777, 62.08735994715729]","[-73.83937546481462, 49.93915680224337, 18.240338587158455]","[-54.31904927935161, 15.579369858409494, 72.80550224323748]",P8,target,sub-8102,active,ses-baseline,run-baseline
P4_control_sub-4142,"[75.60312720422654, -25.7220472890466, -1.9682415833625158]","[67.1853698898115, -51.96790363409125, 26.657614037069177]","[69.08435038922991, -35.467283458482854, -40.00801389972508]","[78.99421637295433, 12.877899883050603, 7.456550831522347]",P4,control,sub-4142,active,ses-baseline,run-baseline
P1_control_sub-1138,"[-48.9715052763473, -27.060745108002035, 69.83550233219118]","[-35.346979997855755, 25.77287470407815, 64.5689000621941]","[-72.85073171151038, -47.52432223185567, 26.949311308796833]","[-8.625874421284454, -58.91038905596429, 86.55573966584265]",P1,control,sub-1138,active,ses-baseline,run-baseline
P3_control_sub-3191,"[47.94758947130763, -58.42525600829381, 68.39030568170121]","[42.83443791281957, -104.38193457191274, 40.66279338036512]","[74.27255671740492, -19.446344206203605, 41.31894895270084]","[0.9813499820149372, -40.42875039756123, 88.36256587102798]",P3,control,sub-3191,active,ses-baseline,run-baseline
P6_control_sub-6138,"[-67.0793338230052, 19.1623730314822, 51.57346612543756]","[-39.1136150085857, 56.95610018552681, 67.93978133074202]","[-70.81541698099657, 14.680269412134649, 5.167824283781759]","[-63.28808186394909, -23.83301325773874, 76.24946583599541]",P6,control,sub-6138,active,ses-baseline,run-baseline
P5_target_sub-5118,"[-51.60687350807401, 2.9302151941308465, 69.2989055430167]","[-31.60794084854353, 53.746387979462156, 64.89457432056436]","[-76.39048891701155, -13.482225408230367, 25.261719349484387]","[-15.243434829726128, -33.77489165545562, 84.94442487975816]",P5,target,sub-5118,active,ses-baseline,run-baseline
P1_control_sub-1127,"[-48.96265702978676, -35.0513389519792, 63.38086904045493]","[-38.78883316022941, 18.65207164485177, 65.61470357096825]","[-73.29778592662639, -51.146286723400706, 19.488552430169346]","[-8.47067181967862, -67.01579646793864, 78.79550917439536]",P1,control,sub-1127,active,ses-baseline,run-baseline
P4_control_sub-4181,"[64.4190034428823, -28.933423550359368, 15.025753363714534]","[51.390120792402726, -47.65188642073866, 47.40198477792121]","[54.91870242900696, -43.77194560592763, -20.497765973984876]","[71.22606307264745, 10.111394431510572, 17.412384208179546]",P4,control,sub-4181,active,ses-baseline,run-baseline
P5_target_sub-5137,"[-54.692847190954694, -6.25212568553128, 62.538959452304766]","[-50.40397007938735, 48.21850966668075, 62.91536181767492]","[-75.27431441915918, -26.141857762120818, 17.93732468530177]","[-11.06438508601311, -33.30281424142937, 78.96316446482967]",P5,target,sub-5137,active,ses-baseline,run-baseline
P4_control_sub-4213,"[72.94314770297774, -22.669715794332934, -16.64659357757407]","[58.59042548027191, -48.770484906476604, 9.678690608535735]","[64.2316619386586, -28.612023979342514, -54.977120270229875]","[75.89318499507321, 15.105099401448893, -4.718359199117496]",P4,control,sub-4213,active,ses-baseline,run-baseline
P8_control_sub-8116,"[45.1678579042323, -0.233766602085233, 71.19360666534948]","[44.45673507964248, -51.54230132864274, 56.07327682933626]","[71.52741850594431, 32.507539755260794, 37.08052680106446]","[-4.083753813551877, 19.15025848152557, 83.61010882072753]",P8,control,sub-8116,active,ses-baseline,run-baseline
P6_control_sub-6214,"[-58.79189831126826, 7.95080870634781, 38.02859945771597]","[-28.65497004747843, 44.804140307217075, 51.29424905760994]","[-64.94588478743874, 4.607974074560189, -10.780434449397772]","[-50.4900435839343, -35.617421475754696, 60.08656366071261]",P6,control,sub-6214,active,ses-baseline,run-baseline
P4_target_sub-4121,"[-61.25499504896533, 46.894153021778436, 41.352436401386505]","[-26.79816813820668, 79.32981224492586, 54.177595009837226]","[-69.25640682343482, 44.00409736140489, -6.585387259713765]","[-61.68883699961697, 3.18473648117932, 65.31703229495987]",P4,target,sub-4121,active,ses-baseline,run-baseline
P2_target_sub-2227,"[-26.395421837931696, -61.4179124405126, 48.2700146034725]","[-65.30900866300483, -13.715221389012635, 35.62907157659365]","[-13.05894140358919, -89.49026317504357, -7.6591018156489765]","[26.62737216720185, -34.38026748713969, 69.22326198335348]",P2,target,sub-2227,active,ses-baseline,run-baseline
P2_control_sub-2272,"[74.794039202955, -27.794255975453968, 8.8870201609287]","[63.995146920943384, -49.77550123579098, 40.32040744367757]","[65.5328816738114, -40.81350640418308, -27.48697167327846]","[77.90587617715092, 11.347728085046274, 13.929465637563693]",P2,control,sub-2272,active,ses-baseline,run-baseline
P1_control_sub-1207,"[-44.03712086767033, -30.973589745919668, 61.224029382788366]","[-32.916456536659105, 22.700167655759774, 63.49811184006876]","[-70.39998099819486, -45.92826815793556, 18.652642477073446]","[-3.1603024368817056, -63.78596715992386, 72.61652356591844]",P1,control,sub-1207,active,ses-baseline,run-baseline
P1_target_sub-1211,"[75.84957423212568, -60.70762372244797, -12.652313164647834]","[61.3284211881372, -83.27648264364574, 12.013737457754846]","[67.4777879395671, -67.06596133835313, -50.620370692290294]","[82.502511597255, -22.957645764316887, -1.691805973375755]",P1,target,sub-1211,active,ses-baseline,run-baseline
P2_control_sub-2250,"[66.60982675368197, -38.53896100383087, -36.1309892991629]","[54.80476692985453, -58.111196803260725, -3.5960568019935577]","[52.69804820062155, -50.45626153810926, -71.02750018778211]","[75.1525214126568, 0.029687211415361903, -32.49507873894774]",P2,control,sub-2250,active,ses-baseline,run-baseline
P3_target_sub-3191,"[-74.37723740665396, -1.8679835929000748, 35.277250439026666]","[-44.64597311379133, 31.098308762760883, 57.01326170549845]","[-75.75039150111118, 2.748669057534875, -14.023460259236913]","[-69.28938050128582, -48.51430287113561, 50.566558754350346]",P3,target,sub-3191,active,ses-baseline,run-baseline
P2_control_sub-2274,"[72.1157708365822, -29.418006752410466, 4.441343295689641]","[59.896415676117925, -53.535272938768664, 33.42472818027579]","[63.525497265937524, -39.242020958654685, -33.10409155590962]","[73.96196280197147, 9.438340205342604, 12.528403163372412]",P2,control,sub-2274,active,ses-baseline,run-baseline
P8_control_sub-8140,"[56.17278808493947, 4.78447363387851, 90.33336457121804]","[50.89831874275495, -47.54982269053114, 78.37542354212815]","[78.0259057526198, 35.252501377251434, 50.88938179095458]","[11.7712885801546, 27.30507465115009, 110.86944909350183]",P8,control,sub-8140,active,ses-baseline,run-baseline
P4_target_sub-4190,"[-64.75232447237006, 35.0853010164216, 49.6210628504127]","[-33.64501479516893, 71.03959333097623, 63.54944652926734]","[-70.93305622610258, 31.449014939117607, 0.7031022745859661]","[-61.45045033545933, -8.328755483989713, 73.84563574230309]",P4,target,sub-4190,active,ses-baseline,run-baseline
P5_control_sub-5110,"[-64.65401560133746, 31.209240267477366, 39.88390682969651]","[-33.03537584450944, 66.74905729711774, 53.98975909403399]","[-68.4635216156269, 27.63815959219562, -7.80912356273625]","[-59.28163041632928, -12.780560008021904, 62.55712705105094]",P5,control,sub-5110,active,ses-baseline,run-baseline
P2_control_sub-2285,"[73.2050381082074, -16.168912996028734, 30.246729981611836]","[61.40987298611311, -39.0581246987786, 60.74453235521607]","[62.03730210455125, -28.36969028290936, -5.763962930325608]","[71.82616159014833, 22.731527995120132, 36.20709317224347]",P2,control,sub-2285,active,ses-baseline,run-baseline
P1_target_sub-1156,"[74.96792231881057, -52.16663386332377, -8.027894477284987]","[63.36745514225655, -79.07547443075823, 18.841481952235963]","[68.26888324697994, -59.3283080383619, -46.348830455925174]","[81.3550973694927, -14.563442521067987, 3.759013561853203]",P1,target,sub-1156,active,ses-baseline,run-baseline
P4_control_sub-4165,"[74.51176626087197, -25.4592837519793, -25.9453135926728]","[61.78800951523188, -51.50758218514505, 1.2908968233096223]","[63.279224701999254, -31.05572524009642, -62.67448975196291]","[78.31398879177709, 12.343723269081188, -14.338128403635674]",P4,control,sub-4165,active,ses-baseline,run-baseline
P5_target_sub-5169,"[-48.530732685935256, 5.4516930572440465, 85.58975378740301]","[-31.583249274798515, 55.96511736326945, 72.53320507439398]","[-75.749208626432, -17.690283713969837, 46.06301019985485]","[-8.42559132744163, -26.29927652415951, 101.29870915371777]",P5,target,sub-5169,active,ses-baseline,run-baseline
P2_control_sub-2257,"[77.36114089173047, -29.653052749570932, -10.278842425403797]","[65.79387569316002, -56.74780913352359, 16.61776895423026]","[66.6664666642392, -34.68082776127403, -48.3050280255127]","[83.02390489902783, 7.307987455821188, 2.2279333606253564]",P2,control,sub-2257,active,ses-baseline,run-baseline
P1_target_sub-1195,"[76.23709743991952, -53.132252314657855, -1.681475750185987]","[67.65462861270088, -76.47342108315875, 29.47281424488827]","[71.04229703889655, -66.89277184922003, -38.73185232964918]","[80.9963662221492, -14.538804500367501, 3.9375377246357406]",P1,target,sub-1195,active,ses-baseline,run-baseline
P1_control_sub-1218,"[-48.69046173652399, -42.5904869120828, 60.42303750072074]","[-41.17364604788239, 11.5990011979798, 63.14608538392181]","[-67.71157602906717, -59.625385839312706, 14.087846555116068]","[-6.499004678455346, -71.96576125540321, 76.39349579085808]",P1,control,sub-1218,active,ses-baseline,run-baseline
P8_control_sub-8156,"[50.3885062125482, -21.728417686313634, 56.1308582051855]","[42.38266893556258, -67.60777818447745, 29.619149499734668]","[73.4582294923214, 15.4067345997234, 24.350567299477497]","[3.3937771300020776, -1.918574904697698, 74.74642458013751]",P8,control,sub-8156,active,ses-baseline,run-baseline
P3_control_sub-3123,"[48.508323936002, -28.80961174036047, 72.08626557585836]","[46.40391146793207, -79.90719234831515, 55.026956549650194]","[68.9806290948954, 5.933670113182113, 35.61357590291229]","[1.153514169286722, -10.997013085825339, 90.18457916340996]",P3,control,sub-3123,active,ses-baseline,run-baseline
P7_target_sub-7102,"[50.3683719051318, 28.373221976786898, 56.543481195021464]","[39.442926059491654, -8.960130976507202, 78.45400883064882]","[69.8861152535337, 20.938076969592966, 17.58131413119751]","[18.724960765959942, 59.47624204184058, 55.14145565456298]",P7,target,sub-7102,active,ses-baseline,run-baseline
P1_target_sub-1121,"[72.26627599136447, -62.912744429015966, -2.085875966738798]","[60.30402976625986, -88.62732344299464, 25.679374826177057]","[65.70300226976559, -71.31500941043919, -40.2543021792052]","[76.48942398947288, -25.412930093614115, 8.344236804972395]",P1,target,sub-1121,active,ses-baseline,run-baseline
P5_target_sub-5130,"[-47.382507263458564, -2.630518512664407, 60.0265355753867]","[-32.13107657959615, 49.286560538013624, 57.77434996768195]","[-75.2873020083864, -18.15561917065011, 17.454771473553222]","[-7.785247074324693, -37.34736708510702, 72.33531925519992]",P5,target,sub-5130,active,ses-baseline,run-baseline
P4_control_sub-4205,"[66.50946502173242, -11.757463648853133, -5.04216653932972]","[59.91297515950165, -40.926460273958, 21.485819057225438]","[61.39651395062317, -19.040248420242015, -43.98969729172328]","[66.60165744977789, 25.797626612550708, 7.142738636736119]",P4,control,sub-4205,active,ses-baseline,run-baseline
P8_control_sub-8115,"[43.855929392173095, -14.617599026811867, 85.61100548641843]","[46.41249503853963, -61.85238754670444, 62.05895165654225]","[65.59925634799389, 24.460332799113257, 55.50336063344001]","[-6.342875486300359, -1.3652585539851205, 99.8221841528979]",P8,control,sub-8115,active,ses-baseline,run-baseline
P6_target_sub-6205,"[54.9785743737236, -63.814874922696696, -31.07798070064733]","[13.540517069438312, -104.25798062249135, -27.929581879198103]","[52.820401794555096, -28.927145344861096, -74.63103907098436]","[65.0632397496173, -37.32902644563627, 21.128696969118522]",P6,target,sub-6205,active,ses-baseline,run-baseline
P8_target_sub-8110,"[-47.7540707298717, 48.421232412506235, 60.5109428204473]","[-17.249069690738946, 72.61156105513541, 66.42293094746394]","[-62.52382893678974, 48.20120427417936, 23.599278204421395]","[-46.30659315630472, 13.168449296081196, 79.0352742180745]",P8,target,sub-8110,active,ses-baseline,run-baseline
P5_target_sub-5113,"[-51.7948117220869, -30.672483168757967, 66.4579349788687]","[-46.78921388902697, 23.18255382696086, 74.63527488909064]","[-77.41712991110803, -43.11524951996216, 20.99542936757389]","[-4.611442114073124, -56.895228459036325, 70.93018341683462]",P5,target,sub-5113,active,ses-baseline,run-baseline
P1_target_sub-1197,"[73.41498398188371, -60.5511913251178, -20.7034144330693]","[62.10013108520224, -89.12481830481505, 3.669075205026326]","[63.75004925641924, -63.27395207996968, -59.17598583181571]","[82.85853104160937, -25.069936244169547, -5.901047218694231]",P1,target,sub-1197,active,ses-baseline,run-baseline
P1_control_sub-1184,"[-42.4010893347295, -24.223826605275068, 53.2253441713799]","[-26.47882703620351, 28.091444730562777, 50.504605016133986]","[-70.43985623491913, -40.116903394968745, 11.655253352876299]","[-2.572249372390559, -59.02860871917567, 63.64065918719665]",P1,control,sub-1184,active,ses-baseline,run-baseline
P8_target_sub-8190,"[-61.2403338729421, 60.3538225977668, 79.3313348376678]","[-35.46489781567006, 88.3279952173641, 89.69772962346892]","[-76.03484863582653, 61.65008271404596, 43.00865013698611]","[-58.36022990643701, 24.63179782080832, 96.72242870599752]",P8,target,sub-8190,active,ses-baseline,run-baseline
P1_target_sub-1169,"[74.46196231290206, -44.13173070801647, -1.1944434778910313]","[66.25094083632386, -64.01324470367068, 32.34046089121744]","[69.15800878585347, -61.94791935814661, -36.36304743591659]","[78.76432492040793, -4.73100483321064, 0.11651197911750583]",P1,target,sub-1169,active,ses-baseline,run-baseline
P8_control_sub-8194,"[53.9958761675156, -12.823538724188666, 94.30942239347173]","[47.72985617617195, -63.56129809908222, 78.52619779331687]","[75.94441114663223, 19.723021149374823, 56.49412327636867]","[8.323789570623115, 8.735982556860597, 113.55062465901628]",P8,control,sub-8194,active,ses-baseline,run-baseline
P8_control_sub-8189,"[52.97793869772733, -0.7770537777633479, 99.6973879374796]","[51.88099712601773, -51.69198922848152, 83.14634599959203]","[72.44284066414085, 33.129997891792115, 62.45322822125919]","[4.393745320216449, 15.602549509031592, 117.59664562878515]",P8,control,sub-8189,active,ses-baseline,run-baseline
P4_control_sub-4175,"[70.2655250211523, -31.212631712399702, -6.592773172508337]","[60.08607995797335, -54.07923075264217, 24.263449139499357]","[57.964279704488604, -42.09213508806977, -42.65669577579883]","[73.6548475870055, 7.874494608142756, 0.0719060403534042]",P4,control,sub-4175,active,ses-baseline,run-baseline
P8_target_sub-8183,"[-54.244010755646094, 56.697412904225395, 65.44068257545537]","[-25.646479651090715, 82.23675610665677, 75.90723734384812]","[-66.82153231737257, 58.42282639933561, 27.692830449385664]","[-53.758829513421965, 20.623185898229288, 82.36699156789159]",P8,target,sub-8183,active,ses-baseline,run-baseline
P2_control_sub-2209,"[79.26252538060116, -21.057547327711102, 20.059488418594]","[68.40206492620388, -42.885835146329704, 51.55422661767598]","[72.33109236027543, -35.14911551252295, -16.565512619057568]","[82.75626414876865, 18.058149233528532, 24.62809868156568]",P2,control,sub-2209,active,ses-baseline,run-baseline
P8_target_sub-8172,"[-56.97717454751383, 46.7272558414166, 75.79580423674554]","[-28.078610804678494, 72.71803922807965, 83.1785054286579]","[-71.12314542089302, 47.186508736014076, 38.72564361026593]","[-53.16636899139713, 10.805932425023322, 92.51068676693752]",P8,target,sub-8172,active,ses-baseline,run-baseline
P8_target_sub-8120,"[-58.400935018195135, 54.62652087028297, 43.4023431363586]","[-29.010965574707946, 79.6274548929935, 52.24076138557344]","[-74.28283073407174, 58.88274046283747, 7.3490670375959795]","[-54.15494507083282, 17.13599514030133, 56.069812736440674]",P8,target,sub-8120,active,ses-baseline,run-baseline
P5_target_sub-5140,"[-53.95441652744227, 7.0880512552836334, 58.7351704336285]","[-38.68889124639923, 59.572571847491325, 56.959077573267614]","[-79.44013211663588, -9.666501896377346, 14.989519176420357]","[-15.09693895902608, -27.073505745624665, 73.6470985396102]",P5,target,sub-5140,active,ses-baseline,run-baseline
P2_control_sub-2228,"[70.14597200886887, -34.468048507440606, -7.41376619695356]","[58.33469739315153, -53.115329171666616, 25.401133663360493]","[56.26171444436377, -47.454371604831145, -42.37660846653206]","[78.92820672672894, 4.236799566131694, -4.590714762244155]",P2,control,sub-2228,active,ses-baseline,run-baseline
P3_control_sub-3190,"[56.557211708924335, -41.1676164735505, 60.171929407869264]","[55.58138499725123, -90.14227535859618, 36.84612735249094]","[75.54482068116943, -1.5520302951568086, 29.014304236482268]","[10.029130163987654, -27.842527120379405, 84.1299212460922]",P3,control,sub-3190,active,ses-baseline,run-baseline
P3_control_sub-3145,"[50.72088526499684, -42.352641775686834, 73.97929985351914]","[47.42711320998872, -91.32476168892266, 53.420829663872595]","[75.89714432610948, -6.561551403751626, 41.956346507903895]","[3.131003258453657, -23.744884767757632, 91.778571815445]",P3,control,sub-3145,active,ses-baseline,run-baseline
P1_target_sub-1173,"[78.46932374052447, -47.963851761919194, -23.299962458094868]","[69.202303156859, -72.8050747421195, 4.76580302152705]","[71.38619501497506, -57.47319033506514, -61.24272043939588]","[85.52489436217934, -9.999956615224047, -13.804660184728146]",P1,target,sub-1173,active,ses-baseline,run-baseline
P8_target_sub-8151,"[-60.6649431628654, 52.58008924464139, 55.75730570206256]","[-35.645397173709064, 82.11405081943303, 63.15160141588433]","[-70.55662256014263, 47.662489328155424, 17.620986825972913]","[-55.37045959069367, 19.24120508674682, 76.681289526567]",P8,target,sub-8151,active,ses-baseline,run-baseline
P5_control_sub-5135,"[-76.60476435821577, 41.865428035627566, 30.119323958647836]","[-49.27330342977565, 79.78561215813242, 42.921390741775525]","[-77.21470400294221, 32.74597523447629, -19.081068259944857]","[-73.7974516310159, 1.9469284930271569, 59.41510502785951]",P5,control,sub-5135,active,ses-baseline,run-baseline
P8_control_sub-8130,"[50.17643900137627, 14.8343344838993, 91.3936649981883]","[58.205257169962834, -37.32721633920276, 79.47327522636819]","[65.063027556201, 49.53589937652621, 52.598260539315746]","[0.28788471256873766, 25.37957134405872, 108.55435861931181]",P8,control,sub-8130,active,ses-baseline,run-baseline
P1_control_sub-1125,"[-46.42056001135047, -30.048002502937, 74.5032150737727]","[-33.77228102750136, 23.192779097957676, 74.60342496047734]","[-71.5581035821442, -46.28192021289559, 30.315796571061814]","[-5.68864033655564, -62.941191492463325, 87.17340032275881]",P1,control,sub-1125,active,ses-baseline,run-baseline
P8_target_sub-8198,"[-56.5748511674781, 41.49143689455003, 69.79721094909443]","[-33.881172744702475, 70.78066221133668, 84.00754222731341]","[-72.89206786424367, 46.08099921443914, 34.057576485640496]","[-50.9802194116194, 4.398010968327985, 83.45167690536373]",P8,target,sub-8198,active,ses-baseline,run-baseline
P2_target_sub-2214,"[-20.8880413368754, -75.62316981111752, 59.4739160000712]","[-67.69738592735251, -34.732461277188584, 53.87893064100018]","[-2.564736836935306, -92.04176533284976, 0.09824354405068952]","[28.179955237924283, -45.17254111060717, 86.21297823107413]",P2,target,sub-2214,active,ses-baseline,run-baseline
P1_target_sub-1201,"[70.66593018206066, -59.226269321988866, 5.332167037318876]","[56.51149642150694, -84.05767771323285, 32.99311109577088]","[66.78350279096325, -68.63593371312076, -33.08028016460124]","[76.97660360653796, -21.27628836898402, 15.283796827168402]",P1,target,sub-1201,active,ses-baseline,run-baseline
P1_target_sub-101,"[76.24089137809644, -51.56600844273797, -11.960868364794933]","[65.84970085529113, -78.73211214217334, 14.932341489114268]","[72.60451292409823, -59.879119568635076, -50.794942771461606]","[81.32853901011887, -14.121797342661566, -0.4516727799892769]",P1,target,sub-101,active,ses-baseline,run-baseline
P6_target_sub-6202,"[57.48077361794666, -76.59402315106816, -31.0651977175187]","[8.988182324797918, -108.9389163269759, -32.3952571596069]","[66.04953089291246, -38.89083495526009, -76.75593207115602]","[73.4696645899087, -58.08864682557394, 22.979981478689496]",P6,target,sub-6202,active,ses-baseline,run-baseline
P4_control_sub-4199,"[65.03727609921857, -32.53249927974996, -13.177966332044164]","[54.45118293881308, -55.81028824863886, 16.610426360005746]","[55.60446322919349, -43.26143059296446, -50.374862350160285]","[70.50063281393535, 5.95601023755889, -5.964294394891122]",P4,control,sub-4199,active,ses-baseline,run-baseline
P3_control_sub-3215,"[53.486046344731335, -35.1646353437595, 58.611879417412034]","[53.40777912425312, -84.740549163232, 37.508531494445]","[72.95682063013503, 3.522668231167436, 26.81204078443844]","[5.85265824230093, -21.05373737013606, 78.84170050125722]",P3,control,sub-3215,active,ses-baseline,run-baseline
P2_control_sub-2242,"[73.59847713229804, -27.975261009406903, 14.921370502059666]","[62.617798374432724, -45.60574923812523, 48.79258536673228]","[59.864869408818386, -42.92606945732621, -19.396664665235406]","[80.28342751307021, 11.004461834813114, 15.901768605029181]",P2,control,sub-2242,active,ses-baseline,run-baseline
P8_control_sub-8161,"[46.318691201698336, -12.441197690087302, 86.77107560418897]","[46.584536762970956, -60.421552787053635, 64.78959094309998]","[67.93197014509838, 25.640145159093745, 54.76238503246294]","[-3.417984192787437, 2.4151180659441187, 102.76029460954439]",P8,control,sub-8161,active,ses-baseline,run-baseline
P6_control_sub-6207,"[-64.5946477604044, 8.980240281060516, 34.440095487235034]","[-34.84105712801842, 46.21071850244864, 47.89937596823569]","[-69.32591682744508, 4.631024294332911, -13.356502364367204]","[-58.044623271417, -34.29714046143345, 58.543581087848445]",P6,control,sub-6207,active,ses-baseline,run-baseline
P1_control_sub-1119,"[-54.7216244645146, -23.375630127683895, 63.8462083720738]","[-37.81693016148905, 28.415223368752443, 61.34357909394297]","[-73.90501236029866, -41.092004902838895, 17.465778506185835]","[-18.459326102113135, -57.51758426329923, 84.66854099441039]",P1,control,sub-1119,active,ses-baseline,run-baseline
P3_target_sub-3119,"[-70.76431228342766, 4.8017700652161635, 17.2148424246795]","[-50.5666878679461, 46.253032725404346, 35.223321297080936]","[-68.8750782477627, -0.7017949388071575, -32.25282300196413]","[-69.39099168167341, -36.43079147415636, 45.24570762094257]",P3,target,sub-3119,active,ses-baseline,run-baseline
P1_control_sub-1197,"[-49.10877384140756, -44.162738911860366, 65.75558344669274]","[-36.40964994229076, 8.260500104160776, 72.12840607835693]","[-75.56973239447396, -53.86088138969503, 19.95077931006239]","[-6.472246557467678, -77.03609778180108, 71.18371973413076]",P1,control,sub-1197,active,ses-baseline,run-baseline
P2_control_sub-2216,"[72.5728526371051, -31.347138308846834, -0.21123567904401364]","[59.76664184033869, -57.098551050326265, 27.276620240376246]","[65.21057930689628, -39.39609248558097, -38.33164944094088]","[75.4983634499523, 6.5192506977325895, 10.224330193223]",P2,control,sub-2216,active,ses-baseline,run-baseline
P8_control_sub-8154,"[50.09312472650456, 4.68262827678454, 88.41082326221071]","[54.01132531532116, -46.02083253061932, 71.82598158285089]","[67.37072868360055, 41.35523244734883, 52.118641626410906]","[-0.17954268136172255, 15.812611189884663, 104.68961152644229]",P8,control,sub-8154,active,ses-baseline,run-baseline
