,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date,Electrode-Dimension,Session-run,Experiment-Session_run,Experiment-Session,Dimension-Session,Dimension-Experiment
2765,Cathode1,run-02,ses-2,sub-001,Z,-35.36762718856335,P1,2023-08-03,Cathode1-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2766,Cathode2,run-02,ses-2,sub-001,Z,8.640639938414097,P1,2023-08-03,Cathode2-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2767,Cathode3,run-02,ses-2,sub-001,Z,7.535783402621746,P1,2023-08-03,Cathode3-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2768,Anode,run-01,ses-1,sub-001,Z,5.1091302037239075,P1,2023-05-24,Anode-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2769,Cathode1,run-01,ses-1,sub-001,Z,-25.781736753880978,P1,2023-05-24,Cathode1-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2770,Cathode2,run-01,ses-1,sub-001,Z,30.52304784208536,P1,2023-05-24,Cathode2-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2771,Cathode3,run-01,ses-1,sub-001,Z,7.763358376920223,P1,2023-05-24,Cathode3-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2772,Anode,run-02,ses-1,sub-001,Z,4.083105884492397,P1,2023-05-24,Anode-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2773,Cathode1,run-02,ses-1,sub-001,Z,-26.479328460991383,P1,2023-05-24,Cathode1-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2774,Cathode2,run-02,ses-1,sub-001,Z,30.379648566246033,P1,2023-05-24,Cathode2-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2775,Cathode3,run-02,ses-1,sub-001,Z,5.628041617572308,P1,2023-05-24,Cathode3-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2776,Anode,run-01,ses-3,sub-001,Z,-3.676393747329712,P1,2023-09-27,Anode-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2777,Cathode1,run-01,ses-3,sub-001,Z,-29.907155841588974,P1,2023-09-27,Cathode1-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2778,Cathode2,run-01,ses-3,sub-001,Z,16.625899389386177,P1,2023-09-27,Cathode2-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2779,Cathode3,run-01,ses-3,sub-001,Z,5.584592401981354,P1,2023-09-27,Cathode3-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2780,Anode,run-02,ses-3,sub-001,Z,-4.517384730279446,P1,2023-09-27,Anode-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2781,Cathode1,run-02,ses-3,sub-001,Z,-30.60474754869938,P1,2023-09-27,Cathode1-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2782,Cathode2,run-02,ses-3,sub-001,Z,16.48250011354685,P1,2023-09-27,Cathode2-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2783,Cathode3,run-02,ses-3,sub-001,Z,5.399559065699577,P1,2023-09-27,Cathode3-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2784,Anode,run-01,ses-2,sub-023,Z,59.5451600914821,P3,2023-09-10,Anode-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2785,Cathode1,run-01,ses-2,sub-023,Z,21.838862823322415,P3,2023-09-10,Cathode1-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2786,Cathode2,run-01,ses-2,sub-023,Z,60.473317285999656,P3,2023-09-10,Cathode2-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2787,Cathode3,run-01,ses-2,sub-023,Z,78.1951699424535,P3,2023-09-10,Cathode3-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2788,Anode,run-02,ses-2,sub-023,Z,60.508971569128335,P3,2023-09-10,Anode-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2789,Cathode1,run-02,ses-2,sub-023,Z,20.946989762596786,P3,2023-09-10,Cathode1-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2790,Cathode2,run-02,ses-2,sub-023,Z,62.267088242806494,P3,2023-09-10,Cathode2-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2791,Cathode3,run-02,ses-2,sub-023,Z,77.2826590212062,P3,2023-09-10,Cathode3-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2792,Anode,run-01,ses-1,sub-023,Z,65.68625859357417,P3,2023-06-28,Anode-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2793,Cathode1,run-01,ses-1,sub-023,Z,35.365541086532176,P3,2023-06-28,Cathode1-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2794,Cathode2,run-01,ses-1,sub-023,Z,60.276963516138494,P3,2023-06-28,Cathode2-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2795,Cathode3,run-01,ses-1,sub-023,Z,85.23757815081626,P3,2023-06-28,Cathode3-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2796,Anode,run-02,ses-1,sub-023,Z,66.64004523586482,P3,2023-06-28,Anode-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2797,Cathode1,run-02,ses-1,sub-023,Z,33.5812067752704,P3,2023-06-28,Cathode1-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2798,Cathode2,run-02,ses-1,sub-023,Z,61.1788614122197,P3,2023-06-28,Cathode2-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2799,Cathode3,run-02,ses-1,sub-023,Z,86.08817549049854,P3,2023-06-28,Cathode3-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2800,Anode,run-01,ses-2,sub-049,Z,48.656952530145645,P3,2023-08-30,Anode-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2801,Cathode1,run-01,ses-2,sub-049,Z,16.16737724421546,P3,2023-08-30,Cathode1-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2802,Cathode2,run-01,ses-2,sub-049,Z,56.82932942803018,P3,2023-08-30,Cathode2-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2803,Cathode3,run-01,ses-2,sub-049,Z,70.4582139684353,P3,2023-08-30,Cathode3-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
2804,Anode,run-02,ses-2,sub-049,Z,48.893940426409245,P3,2023-08-30,Anode-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2805,Cathode1,run-02,ses-2,sub-049,Z,15.349560951581225,P3,2023-08-30,Cathode1-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2806,Cathode2,run-02,ses-2,sub-049,Z,55.85102168167941,P3,2023-08-30,Cathode2-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2807,Cathode3,run-02,ses-2,sub-049,Z,70.4582139684353,P3,2023-08-30,Cathode3-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
2808,Anode,run-01,ses-1,sub-049,Z,53.23250740021467,P3,2023-08-20,Anode-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2809,Cathode1,run-01,ses-1,sub-049,Z,20.394092568429187,P3,2023-08-20,Cathode1-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2810,Cathode2,run-01,ses-1,sub-049,Z,53.65741829271428,P3,2023-08-20,Cathode2-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2811,Cathode3,run-01,ses-1,sub-049,Z,80.83497932949103,P3,2023-08-20,Cathode3-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
2812,Anode,run-02,ses-1,sub-049,Z,53.38799980818294,P3,2023-08-20,Anode-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2813,Cathode1,run-02,ses-1,sub-049,Z,20.315096603007987,P3,2023-08-20,Cathode1-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2814,Cathode2,run-02,ses-1,sub-049,Z,55.53503781999461,P3,2023-08-20,Cathode2-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2815,Cathode3,run-02,ses-1,sub-049,Z,80.09365947940387,P3,2023-08-20,Cathode3-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
2816,Anode,run-01,ses-4,sub-006,Z,6.882866729050875,P1,2023-10-26,Anode-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2817,Cathode1,run-01,ses-4,sub-006,Z,-21.32584188133478,P1,2023-10-26,Cathode1-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2818,Cathode2,run-01,ses-4,sub-006,Z,24.339198261499405,P1,2023-10-26,Cathode2-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2819,Cathode3,run-01,ses-4,sub-006,Z,21.814215075224638,P1,2023-10-26,Cathode3-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
2820,Anode,run-02,ses-4,sub-006,Z,6.93937610834837,P1,2023-10-26,Anode-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2821,Cathode1,run-02,ses-4,sub-006,Z,23.438499003648758,P1,2023-10-26,Cathode1-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2822,Cathode2,run-02,ses-4,sub-006,Z,20.06932593882084,P1,2023-10-26,Cathode2-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2823,Cathode3,run-02,ses-4,sub-006,Z,-21.32584188133478,P1,2023-10-26,Cathode3-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
2824,Anode,run-01,ses-2,sub-006,Z,5.982167471200228,P1,2023-08-24,Anode-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2825,Cathode1,run-01,ses-2,sub-006,Z,-24.740094799548388,P1,2023-08-24,Cathode1-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2826,Cathode2,run-01,ses-2,sub-006,Z,23.31597225740552,P1,2023-08-24,Cathode2-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2827,Cathode3,run-01,ses-2,sub-006,Z,15.476311586797237,P1,2023-08-24,Cathode3-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
2828,Anode,run-02,ses-2,sub-006,Z,6.038676850497723,P1,2023-08-24,Anode-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2829,Cathode1,run-02,ses-2,sub-006,Z,-23.782886162400246,P1,2023-08-24,Cathode1-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2830,Cathode2,run-02,ses-2,sub-006,Z,23.282963573932648,P1,2023-08-24,Cathode2-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2831,Cathode3,run-02,ses-2,sub-006,Z,15.50932027027011,P1,2023-08-24,Cathode3-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
2832,Anode,run-01,ses-1,sub-006,Z,0.6109806075692177,P1,2023-05-31,Anode-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2833,Cathode1,run-01,ses-1,sub-006,Z,-22.401587907224894,P1,2023-05-31,Cathode1-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2834,Cathode2,run-01,ses-1,sub-006,Z,28.621141754090786,P1,2023-05-31,Cathode2-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2835,Cathode3,run-01,ses-1,sub-006,Z,2.5274657011032104,P1,2023-05-31,Cathode3-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
2836,Anode,run-02,ses-1,sub-006,Z,0.6439892910420895,P1,2023-05-31,Anode-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2837,Cathode1,run-02,ses-1,sub-006,Z,-22.312069844454527,P1,2023-05-31,Cathode1-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2838,Cathode2,run-02,ses-1,sub-006,Z,28.621141754090786,P1,2023-05-31,Cathode2-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2839,Cathode3,run-02,ses-1,sub-006,Z,2.5839750804007053,P1,2023-05-31,Cathode3-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2840,Anode,run-01,ses-3,sub-006,Z,5.949158787727356,P1,2023-10-19,Anode-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2841,Cathode1,run-01,ses-3,sub-006,Z,-20.991270326077938,P1,2023-10-19,Cathode1-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2842,Cathode2,run-01,ses-3,sub-006,Z,26.819743238389492,P1,2023-10-19,Cathode2-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2843,Cathode3,run-01,ses-3,sub-006,Z,12.604685675352812,P1,2023-10-19,Cathode3-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
2844,Anode,run-02,ses-3,sub-006,Z,5.982167471200228,P1,2023-10-19,Anode-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2845,Cathode1,run-02,ses-3,sub-006,Z,-20.067070372402668,P1,2023-10-19,Cathode1-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2846,Cathode2,run-02,ses-3,sub-006,Z,26.819743238389492,P1,2023-10-19,Cathode2-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2847,Cathode3,run-02,ses-3,sub-006,Z,14.4625935703516,P1,2023-10-19,Cathode3-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
2848,Anode,run-01,ses-4,sub-028,Z,48.12184100691229,P7,2023-10-01,Anode-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2849,Cathode1,run-01,ses-4,sub-028,Z,72.24915044894442,P7,2023-10-01,Cathode1-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2850,Cathode2,run-01,ses-4,sub-028,Z,56.490654475055635,P7,2023-10-01,Cathode2-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2851,Cathode3,run-01,ses-4,sub-028,Z,12.608581128064543,P7,2023-10-01,Cathode3-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2852,Anode,run-02,ses-4,sub-028,Z,49.16277588251978,P7,2023-10-01,Anode-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2853,Cathode1,run-02,ses-4,sub-028,Z,73.29480029083788,P7,2023-10-01,Cathode1-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2854,Cathode2,run-02,ses-4,sub-028,Z,57.67773852357641,P7,2023-10-01,Cathode2-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2855,Cathode3,run-02,ses-4,sub-028,Z,12.608581128064543,P7,2023-10-01,Cathode3-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2856,Anode,run-01,ses-2,sub-028,Z,50.505439036525786,P7,2023-09-10,Anode-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2857,Cathode1,run-01,ses-2,sub-028,Z,73.15433528413996,P7,2023-09-10,Cathode1-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2858,Cathode2,run-01,ses-2,sub-028,Z,59.00625677872449,P7,2023-09-10,Cathode2-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2859,Cathode3,run-01,ses-2,sub-028,Z,14.992179157678038,P7,2023-09-10,Cathode3-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2860,Anode,run-02,ses-2,sub-028,Z,52.43644464854151,P7,2023-09-10,Anode-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2861,Cathode1,run-02,ses-2,sub-028,Z,74.19527015974745,P7,2023-09-10,Cathode1-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2862,Cathode2,run-02,ses-2,sub-028,Z,61.09284149622545,P7,2023-09-10,Cathode2-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2863,Cathode3,run-02,ses-2,sub-028,Z,15.882249894086272,P7,2023-09-10,Cathode3-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2864,Anode,run-01,ses-1,sub-028,Z,54.37119602691382,P7,2023-06-18,Anode-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2865,Cathode1,run-01,ses-1,sub-028,Z,76.27617071103305,P7,2023-06-18,Cathode1-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2866,Cathode2,run-01,ses-1,sub-028,Z,60.508244804572314,P7,2023-06-18,Cathode2-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2867,Cathode3,run-01,ses-1,sub-028,Z,21.95619674352929,P7,2023-06-18,Cathode3-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2868,Anode,run-02,ses-1,sub-028,Z,55.41213090252131,P7,2023-06-18,Anode-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2869,Cathode1,run-02,ses-1,sub-028,Z,75.68782825302333,P7,2023-06-18,Cathode1-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2870,Cathode2,run-02,ses-1,sub-028,Z,61.70004381937906,P7,2023-06-18,Cathode2-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2871,Cathode3,run-02,ses-1,sub-028,Z,20.176055270712823,P7,2023-06-18,Cathode3-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2872,Anode,run-01,ses-1,sub-038,Z,60.666107289493084,P7,2023-07-13,Anode-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2873,Cathode1,run-01,ses-1,sub-038,Z,76.90882810950279,P7,2023-07-13,Cathode1-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2874,Cathode2,run-01,ses-1,sub-038,Z,56.34881288558245,P7,2023-07-13,Cathode2-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2875,Cathode3,run-01,ses-1,sub-038,Z,33.89893326163292,P7,2023-07-13,Cathode3-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2876,Anode,run-02,ses-1,sub-038,Z,60.8372138440609,P7,2023-07-13,Anode-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2877,Cathode1,run-02,ses-1,sub-038,Z,76.22327540814877,P7,2023-07-13,Cathode1-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2878,Cathode2,run-02,ses-1,sub-038,Z,57.51256240159273,P7,2023-07-13,Cathode2-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2879,Cathode3,run-02,ses-1,sub-038,Z,34.20602352172136,P7,2023-07-13,Cathode3-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
0,Anode,baseline,ses-0,sub-006,X,72.14,P1,2023-05-25,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
1,Anode,baseline,ses-0,sub-015,X,73.92,P1,2023-06-04,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
2,Anode,baseline,ses-0,sub-016,X,76.38,P1,2023-06-07,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
3,Anode,baseline,ses-0,sub-017,X,67.53,P1,2023-06-07,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
4,Anode,baseline,ses-0,sub-018,X,73.66,P1,2023-06-14,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
5,Anode,baseline,ses-0,sub-056,X,78.53,P1,2023-07-20,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
6,Anode,baseline,ses-0,sub-030,X,67.26,P1,2023-06-22,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
7,Anode,baseline,ses-0,sub-026,X,71.46,P1,2023-06-11,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
8,Anode,baseline,ses-0,sub-025,X,71.36,P3,2023-06-08,Anode-X,ses-0-baseline,P3-ses-0-baseline,P3-ses-0,X-ses-0,X-P3
9,Anode,baseline,ses-0,sub-042,X,73.55,P1,2023-08-16,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
10,Anode,baseline,ses-0,sub-001,X,74.08,P1,2023-05-17,Anode-X,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,X-ses-0,X-P1
11,Anode,baseline,ses-0,sub-004,X,77.21,P3,2023-05-17,Anode-X,ses-0-baseline,P3-ses-0-baseline,P3-ses-0,X-ses-0,X-P3
12,Anode,baseline,ses-0,sub-006,Y,-66.0,P1,2023-05-25,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
13,Anode,baseline,ses-0,sub-015,Y,-57.92,P1,2023-06-04,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
14,Anode,baseline,ses-0,sub-016,Y,-42.29,P1,2023-06-07,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
15,Anode,baseline,ses-0,sub-017,Y,-58.47,P1,2023-06-07,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
16,Anode,baseline,ses-0,sub-018,Y,-55.22,P1,2023-06-14,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
17,Anode,baseline,ses-0,sub-056,Y,-51.37,P1,2023-07-20,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
18,Anode,baseline,ses-0,sub-030,Y,-61.01,P1,2023-06-22,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
19,Anode,baseline,ses-0,sub-026,Y,-65.78,P1,2023-06-11,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
20,Anode,baseline,ses-0,sub-025,Y,-53.69,P3,2023-06-08,Anode-Y,ses-0-baseline,P3-ses-0-baseline,P3-ses-0,Y-ses-0,Y-P3
21,Anode,baseline,ses-0,sub-042,Y,-55.12,P1,2023-08-16,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
22,Anode,baseline,ses-0,sub-001,Y,-61.42,P1,2023-05-17,Anode-Y,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Y-ses-0,Y-P1
23,Anode,baseline,ses-0,sub-004,Y,-57.81,P3,2023-05-17,Anode-Y,ses-0-baseline,P3-ses-0-baseline,P3-ses-0,Y-ses-0,Y-P3
24,Anode,baseline,ses-0,sub-006,Z,16.79,P1,2023-05-25,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
25,Anode,baseline,ses-0,sub-015,Z,7.36,P1,2023-06-04,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
26,Anode,baseline,ses-0,sub-016,Z,9.26,P1,2023-06-07,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
27,Anode,baseline,ses-0,sub-017,Z,-13.37,P1,2023-06-07,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
28,Anode,baseline,ses-0,sub-018,Z,1.38,P1,2023-06-14,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
29,Anode,baseline,ses-0,sub-056,Z,4.66,P1,2023-07-20,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
30,Anode,baseline,ses-0,sub-030,Z,16.64,P1,2023-06-22,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
31,Anode,baseline,ses-0,sub-026,Z,5.69,P1,2023-06-11,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
32,Anode,baseline,ses-0,sub-025,Z,23.15,P3,2023-06-08,Anode-Z,ses-0-baseline,P3-ses-0-baseline,P3-ses-0,Z-ses-0,Z-P3
33,Anode,baseline,ses-0,sub-042,Z,-12.76,P1,2023-08-16,Anode-Z,ses-0-baseline,P1-ses-0-baseline,P1-ses-0,Z-ses-0,Z-P1
