,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date,Electrode-Dimension,Session-run,Experiment-Session_run,Experiment-Session,Dimension-Session,Dimension-Experiment
1893,Cathode1,run-02,ses-4,sub-028,Y,5.3818492740392685,P7,2023-10-01,Cathode1-Y,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Y-ses-4,Y-P7
1894,Cathode2,run-02,ses-4,sub-028,Y,59.68096870556474,P7,2023-10-01,Cathode2-Y,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Y-ses-4,Y-P7
1895,Cathode3,run-02,ses-4,sub-028,Y,28.465562600642443,P7,2023-10-01,Cathode3-Y,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Y-ses-4,Y-P7
1896,Anode,run-01,ses-2,sub-028,Y,31.77646467834711,P7,2023-09-10,Anode-Y,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Y-ses-2,Y-P7
1897,Cathode1,run-01,ses-2,sub-028,Y,0.8103810511529446,P7,2023-09-10,Cathode1-Y,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Y-ses-2,Y-P7
1898,Cathode2,run-01,ses-2,sub-028,Y,57.24597433954477,P7,2023-09-10,Cathode2-Y,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Y-ses-2,Y-P7
1899,Cathode3,run-01,ses-2,sub-028,Y,25.208886492997408,P7,2023-09-10,Cathode3-Y,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Y-ses-2,Y-P7
1900,Anode,run-02,ses-2,sub-028,Y,31.188702948391438,P7,2023-09-10,Anode-Y,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Y-ses-2,Y-P7
1901,Cathode1,run-02,ses-2,sub-028,Y,0.07168112322688103,P7,2023-09-10,Cathode1-Y,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Y-ses-2,Y-P7
1902,Cathode2,run-02,ses-2,sub-028,Y,55.74091387912631,P7,2023-09-10,Cathode2-Y,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Y-ses-2,Y-P7
1903,Cathode3,run-02,ses-2,sub-028,Y,25.3598246909678,P7,2023-09-10,Cathode3-Y,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Y-ses-2,Y-P7
1904,Anode,run-01,ses-1,sub-028,Y,35.979065753519535,P7,2023-06-18,Anode-Y,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Y-ses-1,Y-P7
1905,Cathode1,run-01,ses-1,sub-028,Y,4.00006640702486,P7,2023-06-18,Cathode1-Y,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Y-ses-1,Y-P7
1906,Cathode2,run-01,ses-1,sub-028,Y,59.18882396444678,P7,2023-06-18,Cathode2-Y,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Y-ses-1,Y-P7
1907,Cathode3,run-01,ses-1,sub-028,Y,32.739475946873426,P7,2023-06-18,Cathode3-Y,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Y-ses-1,Y-P7
1908,Anode,run-02,ses-1,sub-028,Y,35.24036582559347,P7,2023-06-18,Anode-Y,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Y-ses-1,Y-P7
1909,Cathode1,run-02,ses-1,sub-028,Y,2.0698519572615623,P7,2023-06-18,Cathode1-Y,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Y-ses-1,Y-P7
1910,Cathode2,run-02,ses-1,sub-028,Y,57.560485910624266,P7,2023-06-18,Cathode2-Y,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Y-ses-1,Y-P7
1911,Cathode3,run-02,ses-1,sub-028,Y,32.437599550932646,P7,2023-06-18,Cathode3-Y,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Y-ses-1,Y-P7
1912,Anode,run-01,ses-1,sub-038,Y,46.05014789476991,P7,2023-07-13,Anode-Y,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Y-ses-1,Y-P7
1913,Cathode1,run-01,ses-1,sub-038,Y,15.321343421936035,P7,2023-07-13,Cathode1-Y,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Y-ses-1,Y-P7
1914,Cathode2,run-01,ses-1,sub-038,Y,65.77718618139625,P7,2023-07-13,Cathode2-Y,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Y-ses-1,Y-P7
1915,Cathode3,run-01,ses-1,sub-038,Y,43.28860729932785,P7,2023-07-13,Cathode3-Y,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Y-ses-1,Y-P7
1916,Anode,run-02,ses-1,sub-038,Y,45.214360132813454,P7,2023-07-13,Anode-Y,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Y-ses-1,Y-P7
1917,Cathode1,run-02,ses-1,sub-038,Y,14.40717912465334,P7,2023-07-13,Cathode1-Y,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Y-ses-1,Y-P7
1918,Cathode2,run-02,ses-1,sub-038,Y,64.12867585942149,P7,2023-07-13,Cathode2-Y,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Y-ses-1,Y-P7
1919,Cathode3,run-02,ses-1,sub-038,Y,41.561720442026854,P7,2023-07-13,Cathode3-Y,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Y-ses-1,Y-P7
1920,Anode,run-01,ses-4,sub-015,Z,2.6840100064873695,P1,2023-10-01,Anode-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
1921,Cathode1,run-01,ses-4,sub-015,Z,-24.110363971441984,P1,2023-10-01,Cathode1-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
1922,Cathode2,run-01,ses-4,sub-015,Z,18.948051314800978,P1,2023-10-01,Cathode2-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
1923,Cathode3,run-01,ses-4,sub-015,Z,15.171988151967525,P1,2023-10-01,Cathode3-Z,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,Z-ses-4,Z-P1
1924,Anode,run-02,ses-4,sub-015,Z,2.5922191217541695,P1,2023-10-01,Anode-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
1925,Cathode1,run-02,ses-4,sub-015,Z,-24.018573086708784,P1,2023-10-01,Cathode1-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
1926,Cathode2,run-02,ses-4,sub-015,Z,17.18764618039131,P1,2023-10-01,Cathode2-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
1927,Cathode3,run-02,ses-4,sub-015,Z,15.263779036700726,P1,2023-10-01,Cathode3-Z,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,Z-ses-4,Z-P1
1928,Anode,run-01,ses-2,sub-015,Z,-0.87126300111413,P1,2023-08-31,Anode-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
1929,Cathode1,run-01,ses-2,sub-015,Z,-22.600075587630272,P1,2023-08-31,Cathode1-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
1930,Cathode2,run-01,ses-2,sub-015,Z,25.363158833235502,P1,2023-08-31,Cathode2-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
1931,Cathode3,run-01,ses-2,sub-015,Z,-7.541623413562775,P1,2023-08-31,Cathode3-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
1932,Anode,run-02,ses-2,sub-015,Z,-1.8949505612254143,P1,2023-08-31,Anode-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
1933,Cathode1,run-02,ses-2,sub-015,Z,-20.03402740135789,P1,2023-08-31,Cathode1-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
1934,Cathode2,run-02,ses-2,sub-015,Z,25.328696094453335,P1,2023-08-31,Cathode2-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
1935,Cathode3,run-02,ses-2,sub-015,Z,-5.838546425104141,P1,2023-08-31,Cathode3-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
1936,Anode,run-01,ses-1,sub-015,Z,6.087773486971855,P1,2023-06-14,Anode-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
1937,Cathode1,run-01,ses-1,sub-015,Z,28.390551939606667,P1,2023-06-14,Cathode1-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
1938,Cathode2,run-01,ses-1,sub-015,Z,11.602727316319942,P1,2023-06-14,Cathode2-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
1939,Cathode3,run-01,ses-1,sub-015,Z,-20.30258371680975,P1,2023-06-14,Cathode3-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
1940,Anode,run-02,ses-1,sub-015,Z,6.767162915319204,P1,2023-06-14,Anode-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
1941,Cathode1,run-02,ses-1,sub-015,Z,25.514668360352516,P1,2023-06-14,Cathode1-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
1942,Cathode2,run-02,ses-1,sub-015,Z,12.40837036818266,P1,2023-06-14,Cathode2-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
1943,Cathode3,run-02,ses-1,sub-015,Z,-20.30258371680975,P1,2023-06-14,Cathode3-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
1944,Anode,run-01,ses-3,sub-015,Z,6.675372030586004,P1,2023-09-24,Anode-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
1945,Cathode1,run-01,ses-3,sub-015,Z,-21.39758725091815,P1,2023-09-24,Cathode1-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
1946,Cathode2,run-01,ses-3,sub-015,Z,20.28157426789403,P1,2023-09-24,Cathode2-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
1947,Cathode3,run-01,ses-3,sub-015,Z,21.07287434116006,P1,2023-09-24,Cathode3-Z,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,Z-ses-3,Z-P1
1948,Anode,run-02,ses-3,sub-015,Z,7.481015082448721,P1,2023-09-24,Anode-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
1949,Cathode1,run-02,ses-3,sub-015,Z,-21.39758725091815,P1,2023-09-24,Cathode1-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
1950,Cathode2,run-02,ses-3,sub-015,Z,21.179008204489946,P1,2023-09-24,Cathode2-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
1951,Cathode3,run-02,ses-3,sub-015,Z,20.98108345642686,P1,2023-09-24,Cathode3-Z,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,Z-ses-3,Z-P1
1952,Anode,run-01,ses-2,sub-024,Z,47.2842692155391,P3,2023-08-10,Anode-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
1953,Cathode1,run-01,ses-2,sub-024,Z,11.159017599420622,P3,2023-08-10,Cathode1-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
1954,Cathode2,run-01,ses-2,sub-024,Z,54.381189005682245,P3,2023-08-10,Cathode2-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
1955,Cathode3,run-01,ses-2,sub-024,Z,75.96108539355919,P3,2023-08-10,Cathode3-Z,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,Z-ses-2,Z-P3
1956,Anode,run-02,ses-2,sub-024,Z,48.19068962126039,P3,2023-08-10,Anode-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
1957,Cathode1,run-02,ses-2,sub-024,Z,10.256378210382536,P3,2023-08-10,Cathode1-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
1958,Cathode2,run-02,ses-2,sub-024,Z,53.482330633327365,P3,2023-08-10,Cathode2-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
1959,Cathode3,run-02,ses-2,sub-024,Z,74.1749044416938,P3,2023-08-10,Cathode3-Z,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,Z-ses-2,Z-P3
1960,Anode,run-01,ses-1,sub-024,Z,47.29163850611076,P3,2023-06-15,Anode-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
1961,Cathode1,run-01,ses-1,sub-024,Z,8.431616120506078,P3,2023-06-15,Cathode1-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
1962,Cathode2,run-01,ses-1,sub-024,Z,50.82753944257274,P3,2023-06-15,Cathode2-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
1963,Cathode3,run-01,ses-1,sub-024,Z,73.23368391464464,P3,2023-06-15,Cathode3-Z,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,Z-ses-1,Z-P3
1964,Anode,run-02,ses-1,sub-024,Z,45.49014074471779,P3,2023-06-15,Anode-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
1965,Cathode1,run-02,ses-1,sub-024,Z,8.431616120506078,P3,2023-06-15,Cathode1-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
1966,Cathode2,run-02,ses-1,sub-024,Z,52.62903720396571,P3,2023-06-15,Cathode2-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
1967,Cathode3,run-02,ses-1,sub-024,Z,73.22592913848348,P3,2023-06-15,Cathode3-Z,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,Z-ses-1,Z-P3
1968,Anode,run-01,ses-3,sub-024,Z,56.31861062487587,P3,2023-11-09,Anode-Z,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,Z-ses-3,Z-P3
1969,Cathode1,run-01,ses-3,sub-024,Z,18.37276342115365,P3,2023-11-09,Cathode1-Z,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,Z-ses-3,Z-P3
1970,Cathode2,run-01,ses-3,sub-024,Z,62.46296683792025,P3,2023-11-09,Cathode2-Z,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,Z-ses-3,Z-P3
1971,Cathode3,run-01,ses-3,sub-024,Z,79.53344729728997,P3,2023-11-09,Cathode3-Z,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,Z-ses-3,Z-P3
1972,Anode,run-02,ses-3,sub-024,Z,57.20952147827484,P3,2023-11-09,Anode-Z,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,Z-ses-3,Z-P3
1973,Cathode1,run-02,ses-3,sub-024,Z,18.387887487886474,P3,2023-11-09,Cathode1-Z,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,Z-ses-3,Z-P3
1974,Cathode2,run-02,ses-3,sub-024,Z,63.36541348416358,P3,2023-11-09,Cathode2-Z,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,Z-ses-3,Z-P3
1975,Cathode3,run-02,ses-3,sub-024,Z,77.73553780978546,P3,2023-11-09,Cathode3-Z,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,Z-ses-3,Z-P3
1984,Anode,run-01,ses-2,sub-022,Z,4.61107325553894,P1,2023-11-09,Anode-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
1985,Cathode1,run-01,ses-2,sub-022,Z,-22.97808979637921,P1,2023-11-09,Cathode1-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
1986,Cathode2,run-01,ses-2,sub-022,Z,25.08378817513585,P1,2023-11-09,Cathode2-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
1987,Cathode3,run-01,ses-2,sub-022,Z,15.053676769137383,P1,2023-11-09,Cathode3-Z,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,Z-ses-2,Z-P1
1988,Anode,run-02,ses-2,sub-022,Z,4.4986351151019335,P1,2023-11-09,Anode-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
1989,Cathode1,run-02,ses-2,sub-022,Z,-23.9778999555856,P1,2023-11-09,Cathode1-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
1990,Cathode2,run-02,ses-2,sub-022,Z,23.17767866514623,P1,2023-11-09,Cathode2-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
1991,Cathode3,run-02,ses-2,sub-022,Z,14.838264154270291,P1,2023-11-09,Cathode3-Z,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,Z-ses-2,Z-P1
1992,Anode,run-01,ses-1,sub-022,Z,5.247847434133291,P1,2023-07-02,Anode-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
1993,Cathode1,run-01,ses-1,sub-022,Z,-23.900647040456533,P1,2023-07-02,Cathode1-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
1994,Cathode2,run-01,ses-1,sub-022,Z,20.712047891691327,P1,2023-07-02,Cathode2-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
1995,Cathode3,run-01,ses-1,sub-022,Z,20.846588775515556,P1,2023-07-02,Cathode3-Z,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,Z-ses-1,Z-P1
1996,Anode,run-02,ses-1,sub-022,Z,6.041708644479513,P1,2023-07-02,Anode-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
1997,Cathode1,run-02,ses-1,sub-022,Z,-24.01308518089354,P1,2023-07-02,Cathode1-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
1998,Cathode2,run-02,ses-1,sub-022,Z,20.59960975125432,P1,2023-07-02,Cathode2-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
1999,Cathode3,run-02,ses-1,sub-022,Z,21.52801184542477,P1,2023-07-02,Cathode3-Z,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,Z-ses-1,Z-P1
2000,Anode,run-01,ses-4,sub-058,Z,60.13010361045599,P7,2024-03-17,Anode-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2001,Cathode1,run-01,ses-4,sub-058,Z,82.8875809982419,P7,2024-03-17,Cathode1-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2002,Cathode2,run-01,ses-4,sub-058,Z,60.67480895575136,P7,2024-03-17,Cathode2-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2003,Cathode3,run-01,ses-4,sub-058,Z,28.914927320554852,P7,2024-03-17,Cathode3-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2004,Anode,run-02,ses-4,sub-058,Z,60.25416547805071,P7,2024-03-17,Anode-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2005,Cathode1,run-02,ses-4,sub-058,Z,82.94961193203926,P7,2024-03-17,Cathode1-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2006,Cathode2,run-02,ses-4,sub-058,Z,59.83258814737201,P7,2024-03-17,Cathode2-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2007,Cathode3,run-02,ses-4,sub-058,Z,29.03898918814957,P7,2024-03-17,Cathode3-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2008,Anode,run-01,ses-2,sub-058,Z,61.09638628643006,P7,2023-09-14,Anode-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2009,Cathode1,run-01,ses-2,sub-058,Z,80.41933485493064,P7,2023-09-14,Cathode1-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2010,Cathode2,run-01,ses-2,sub-058,Z,67.30388186406344,P7,2023-09-14,Cathode2-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2011,Cathode3,run-01,ses-2,sub-058,Z,28.67041823733598,P7,2023-09-14,Cathode3-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2012,Anode,run-02,ses-2,sub-058,Z,60.37822734564543,P7,2023-09-14,Anode-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2013,Cathode1,run-02,ses-2,sub-058,Z,80.66384393814951,P7,2023-09-14,Cathode1-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2014,Cathode2,run-02,ses-2,sub-058,Z,68.3869971036911,P7,2023-09-14,Cathode2-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2015,Cathode3,run-02,ses-2,sub-058,Z,28.85651103872806,P7,2023-09-14,Cathode3-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2016,Anode,run-01,ses-1,sub-058,Z,68.38158720172942,P7,2023-07-30,Anode-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2017,Cathode1,run-01,ses-1,sub-058,Z,86.82197193987668,P7,2023-07-30,Cathode1-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2018,Cathode2,run-01,ses-1,sub-058,Z,69.96545011270791,P7,2023-07-30,Cathode2-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2019,Cathode3,run-01,ses-1,sub-058,Z,37.031505088321865,P7,2023-07-30,Cathode3-Z,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,Z-ses-1,Z-P7
2020,Anode,run-02,ses-1,sub-058,Z,68.5676800031215,P7,2023-07-30,Anode-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2021,Cathode1,run-02,ses-1,sub-058,Z,86.9460338074714,P7,2023-07-30,Cathode1-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2022,Cathode2,run-02,ses-1,sub-058,Z,70.98653441853821,P7,2023-07-30,Cathode2-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2023,Cathode3,run-02,ses-1,sub-058,Z,38.96045578829944,P7,2023-07-30,Cathode3-Z,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,Z-ses-1,Z-P7
2024,Anode,run-01,ses-3,sub-058,Z,61.267110778950155,P7,2024-03-10,Anode-Z,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,Z-ses-3,Z-P7
2025,Cathode1,run-01,ses-3,sub-058,Z,83.95894258096814,P7,2024-03-10,Cathode1-Z,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,Z-ses-3,Z-P7
2026,Cathode2,run-01,ses-3,sub-058,Z,62.150888008996844,P7,2024-03-10,Cathode2-Z,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,Z-ses-3,Z-P7
2027,Cathode3,run-01,ses-3,sub-058,Z,31.72914680186659,P7,2024-03-10,Cathode3-Z,ses-3-run-01,P7-ses-3-run-01,P7-ses-3,Z-ses-3,Z-P7
2028,Anode,run-02,ses-3,sub-058,Z,63.07199961133301,P7,2024-03-10,Anode-Z,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,Z-ses-3,Z-P7
2029,Cathode1,run-02,ses-3,sub-058,Z,84.08300444856286,P7,2024-03-10,Cathode1-Z,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,Z-ses-3,Z-P7
2030,Cathode2,run-02,ses-3,sub-058,Z,63.171972314827144,P7,2024-03-10,Cathode2-Z,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,Z-ses-3,Z-P7
2031,Cathode3,run-02,ses-3,sub-058,Z,33.53042098227888,P7,2024-03-10,Cathode3-Z,ses-3-run-02,P7-ses-3-run-02,P7-ses-3,Z-ses-3,Z-P7
2032,Anode,run-01,ses-4,sub-011,Z,63.02412788104266,P7,2023-09-28,Anode-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2033,Cathode1,run-01,ses-4,sub-011,Z,82.25091398321092,P7,2023-09-28,Cathode1-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2034,Cathode2,run-01,ses-4,sub-011,Z,60.66063966136426,P7,2023-09-28,Cathode2-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2035,Cathode3,run-01,ses-4,sub-011,Z,36.01737484196201,P7,2023-09-28,Cathode3-Z,ses-4-run-01,P7-ses-4-run-01,P7-ses-4,Z-ses-4,Z-P7
2036,Anode,run-02,ses-4,sub-011,Z,62.96571238618344,P7,2023-09-28,Anode-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2037,Cathode1,run-02,ses-4,sub-011,Z,82.30757325817831,P7,2023-09-28,Cathode1-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2038,Cathode2,run-02,ses-4,sub-011,Z,61.619939546100795,P7,2023-09-28,Cathode2-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2039,Cathode3,run-02,ses-4,sub-011,Z,36.07579033682123,P7,2023-09-28,Cathode3-Z,ses-4-run-02,P7-ses-4-run-02,P7-ses-4,Z-ses-4,Z-P7
2040,Anode,run-01,ses-2,sub-011,Z,57.10752719710581,P7,2023-09-07,Anode-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2041,Cathode1,run-01,ses-2,sub-011,Z,78.08117902395315,P7,2023-09-07,Cathode1-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2042,Cathode2,run-01,ses-2,sub-011,Z,59.12284883763641,P7,2023-09-07,Cathode2-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2043,Cathode3,run-01,ses-2,sub-011,Z,22.895455258898437,P7,2023-09-07,Cathode3-Z,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,Z-ses-2,Z-P7
2044,Anode,run-02,ses-2,sub-011,Z,55.24558670260012,P7,2023-09-07,Anode-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2045,Cathode1,run-02,ses-2,sub-011,Z,78.02451974898577,P7,2023-09-07,Cathode1-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
2046,Cathode2,run-02,ses-2,sub-011,Z,59.066189562669024,P7,2023-09-07,Cathode2-Z,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,Z-ses-2,Z-P7
