"Subject","Session","run","Experiment","Electrode","Rater","Method","X","Y","Z","Euclidean_Norm"
"sub-005","ses-2","run-02","P7","Cathode1","Network","full-automated",44.41476468,-16.83531071,84.77676139,97.1761199063793
"sub-005","ses-2","run-02","P7","Cathode2","Kira","manually",75,12,33,82.8130424510536
"sub-005","ses-2","run-02","P7","Cathode2","Network","full-automated",54.47438488,14.02994966,66.66340771,87.2256156356961
"sub-005","ses-2","run-02","P7","Cathode3","Kira","manually",32,41,69,86.4060183089118
"sub-005","ses-2","run-02","P7","Cathode3","Network","full-automated",29.04962599,42.46071171,68.85011219,85.9484191690237
"sub-005","ses-3","run-01","P7","Anode","Kira","manually",64,6,57,85.9127464349732
"sub-005","ses-3","run-01","P7","Anode","Network","full-automated",61.72320248,5.86933077,59.77982591,86.1268271440708
"sub-005","ses-3","run-01","P7","Cathode1","Kira","manually",54,-31,75,97.4782026916787
"sub-005","ses-3","run-01","P7","Cathode1","Network","full-automated",53.31534316,-27.39576859,75.09567141,96.0854506021806
"sub-005","ses-3","run-01","P7","Cathode2","Kira","manually",74,6,24,78.0256368125246
"sub-005","ses-3","run-01","P7","Cathode2","Network","full-automated",61.72320248,5.86933077,59.77982591,86.1268271440708
"sub-005","ses-3","run-01","P7","Cathode3","Kira","manually",41,36,65,84.8645980371085
"sub-005","ses-3","run-01","P7","Cathode3","Network","full-automated",38.91296273,37.65320402,67.05184867,86.1854561481384
"sub-005","ses-3","run-02","P7","Anode","Kira","manually",64,6,58,86.5794432876534
"sub-005","ses-3","run-02","P7","Anode","Network","full-automated",60.82460249,5.16879072,61.07796076,86.3531467647461
"sub-005","ses-3","run-02","P7","Cathode1","Kira","manually",54,-31,75,97.4782026916787
"sub-005","ses-3","run-02","P7","Cathode1","Network","full-automated",52.39927974,-28.01324897,76.33285661,96.7322677981283
"sub-005","ses-3","run-02","P7","Cathode2","Kira","manually",76,6,24,79.9249648107523
"sub-005","ses-3","run-02","P7","Cathode2","Network","full-automated",60.82460249,5.16879072,61.07796076,86.3531467647461
"sub-005","ses-3","run-02","P7","Cathode3","Kira","manually",39,35,71,88.2439799646412
"sub-005","ses-3","run-02","P7","Cathode3","Network","full-automated",37.94888975,36.10556439,68.90828734,86.5568141587368
"sub-005","ses-4","run-01","P7","Anode","Kira","manually",62,8,71,94.5991543302582
"sub-005","ses-4","run-01","P7","Anode","Network","full-automated",55.5989527,7.5126781,67.65521468,87.8914782386094
"sub-005","ses-4","run-01","P7","Cathode1","Kira","manually",48,-30,81,98.8180145520036
"sub-005","ses-4","run-01","P7","Cathode1","Network","full-automated",47.54976755,-29.43597575,81.28948364,98.6683191955323
"sub-005","ses-4","run-01","P7","Cathode2","Kira","manually",71,8,33,78.701969479804
"sub-005","ses-4","run-01","P7","Cathode2","Network","full-automated",55.5989527,7.5126781,67.65521468,87.8914782386094
"sub-005","ses-4","run-01","P7","Cathode3","Kira","manually",32,35,80,93
"sub-005","ses-4","run-01","P7","Cathode3","Network","full-automated",29.02641913,33.68159164,76.64587512,88.6091010891363
"sub-005","ses-4","run-02","P7","Anode","Kira","manually",60,7,72,93.9840411984928
"sub-005","ses-4","run-02","P7","Anode","Network","full-automated",56.02298894,5.63443713,70.06643132,89.8867452379024
"sub-005","ses-4","run-02","P7","Cathode1","Kira","manually",54,-32,86,106.470653233649
"sub-005","ses-4","run-02","P7","Cathode1","Network","full-automated",48.10520847,-31.69163565,83.06456995,101.085081159847
"sub-005","ses-4","run-02","P7","Cathode2","Kira","manually",71,9,36,80.1124210094789
"sub-005","ses-4","run-02","P7","Cathode2","Network","full-automated",56.02298894,5.63443713,70.06643132,89.8867452379024
"sub-005","ses-4","run-02","P7","Cathode3","Kira","manually",32,32,83,94.5357075395324
"sub-005","ses-4","run-02","P7","Cathode3","Network","full-automated",29.36080467,31.0710031,79.84189942,90.5659593197328
"sub-006","ses-1","run-01","P1","Anode","Kira","manually",78,-70,-2,104.823661451029
"sub-006","ses-1","run-01","P1","Anode","Network","full-automated",70.26301993,-67.94471032,1.49913692,97.7528671787032
"sub-006","ses-1","run-01","P1","Cathode1","Kira","manually",74,-83,32,115.710846509737
"sub-006","ses-1","run-01","P1","Cathode1","Network","full-automated",63.73246158,-82.11549307,31.21809374,108.53271505834
"sub-006","ses-1","run-01","P1","Cathode2","Kira","manually",63,-85,-27,109.192490584289
"sub-006","ses-1","run-01","P1","Cathode2","Network","full-automated",57.43275681,-80.24324258,-20.76128472,100.839131678998
"sub-006","ses-1","run-01","P1","Cathode3","Kira","manually",84,-37,-3,91.8368117913509
"sub-006","ses-1","run-01","P1","Cathode3","Network","full-automated",76.43530207,-36.64847017,0.49187259,84.7685537624556
"sub-006","ses-1","run-02","P1","Anode","Kira","manually",78,-71,0,105.475115548645
"sub-006","ses-1","run-02","P1","Anode","Network","full-automated",70.33845542,-68.53673621,1.66783653,98.2220148433194
"sub-006","ses-1","run-02","P1","Cathode1","Kira","manually",74,-85,31,116.884558432669
"sub-006","ses-1","run-02","P1","Cathode1","Network","full-automated",63.81873582,-82.85250179,30.90652088,109.053111498163
"sub-006","ses-1","run-02","P1","Cathode2","Kira","manually",56,-86,-27,106.117859005919
"sub-006","ses-1","run-02","P1","Cathode2","Network","full-automated",56.77129848,-80.94042212,-22.43040432,101.377785051892
"sub-006","ses-1","run-02","P1","Cathode3","Kira","manually",83,-38,-2,91.3071738693078
"sub-006","ses-1","run-02","P1","Cathode3","Network","full-automated",76.38576104,-36.93127026,0.58474244,84.8471869680915
"sub-006","ses-2","run-01","P1","Anode","Kira","manually",78,-69,5,104.259292151827
"sub-006","ses-2","run-01","P1","Anode","Network","full-automated",71.49545724,-66.60494697,6.76877169,97.9471063228747
"sub-006","ses-2","run-01","P1","Cathode1","Kira","manually",69,-89,24,115.143388867968
"sub-006","ses-2","run-01","P1","Cathode1","Network","full-automated",62.60150676,-85.03943993,24.77196636,108.463382344326
"sub-006","ses-2","run-01","P1","Cathode2","Kira","manually",70,-72,-24,103.247275993122
"sub-006","ses-2","run-01","P1","Cathode2","Network","full-automated",63.51619983,-69.03395051,-23.62318568,96.7370087687922
"sub-006","ses-2","run-01","P1","Cathode3","Kira","manually",86,-41,15,96.4468765694359
"sub-006","ses-2","run-01","P1","Cathode3","Network","full-automated",76.97268498,-41.83470656,16.56293558,89.1586661016127
"sub-006","ses-2","run-02","P1","Anode","Kira","manually",78,-68,3,103.522944316707
"sub-006","ses-2","run-02","P1","Anode","Network","full-automated",71.40604205,-66.90619192,6.75328034,98.0860242533709
"sub-006","ses-2","run-02","P1","Cathode1","Kira","manually",69,-88,24,114.372199419264
"sub-006","ses-2","run-02","P1","Cathode1","Network","full-automated",62.46649545,-85.530839,24.43415381,108.695056678119
"sub-006","ses-2","run-02","P1","Cathode2","Kira","manually",67,-70,-25,100.069975517135
"sub-006","ses-2","run-02","P1","Cathode2","Network","full-automated",63.50298431,-68.5946813,-23.20624468,96.3140130566301
"sub-006","ses-2","run-02","P1","Cathode3","Kira","manually",82,-44,16,94.424573072903
"sub-006","ses-2","run-02","P1","Cathode3","Network","full-automated",76.76135172,-42.13850828,16.4598054,89.1004163388199
"sub-006","ses-3","run-01","P1","Anode","Kira","manually",79,-68,5,104.355162785557
"sub-006","ses-3","run-01","P1","Anode","Network","full-automated",71.38439391,-65.75955061,6.27210465,97.2593927961086
"sub-006","ses-3","run-01","P1","Cathode1","Kira","manually",71,-86,26,114.512008103954
"sub-006","ses-3","run-01","P1","Cathode1","Network","full-automated",63.5507826,-83.14807176,28.01308212,108.337604627112
"sub-006","ses-3","run-01","P1","Cathode2","Kira","manually",71,-74,-23,105.09995242625
"sub-006","ses-3","run-01","P1","Cathode2","Network","full-automated",63.20213293,-71.8919106,-21.08666756,98.0183858539088
"sub-006","ses-3","run-01","P1","Cathode3","Kira","manually",85,-39,11,94.1647492430156
"sub-006","ses-3","run-01","P1","Cathode3","Network","full-automated",76.37565873,-38.32111113,12.7302828,86.3933383129001
"sub-006","ses-3","run-02","P1","Anode","Kira","manually",78,-69,6,104.312031904282
"sub-006","ses-3","run-02","P1","Anode","Network","full-automated",71.04941596,-66.12978962,6.69131286,97.2930740147158
"sub-006","ses-3","run-02","P1","Cathode1","Kira","manually",71,-86,27,114.743191519149
"sub-006","ses-3","run-02","P1","Cathode1","Network","full-automated",63.58216455,-83.69012779,28.20628734,108.822441545283
"sub-006","ses-3","run-02","P1","Cathode2","Kira","manually",70,-75,-24,105.361283211624
"sub-006","ses-3","run-02","P1","Cathode2","Network","full-automated",62.70559032,-72.37240184,-20.84260379,98.000866007485
"sub-006","ses-3","run-02","P1","Cathode3","Kira","manually",84,-39,12,93.3862944976403
"sub-006","ses-3","run-02","P1","Cathode3","Network","full-automated",75.66073707,-38.6874304,12.97012513,85.9621344012489
"sub-006","ses-4","run-01","P1","Anode","Kira","manually",79,-69,7,105.123736615476
"sub-006","ses-4","run-01","P1","Anode","Network","full-automated",70.83081489,-67.47259848,8.68968241,98.2092992746176
"sub-006","ses-4","run-01","P1","Cathode1","Kira","manually",68,-91,25,116.318528188763
"sub-006","ses-4","run-01","P1","Cathode1","Network","full-automated",59.43101904,-89.09680255,25.43644333,110.078603270785
"sub-006","ses-4","run-01","P1","Cathode2","Kira","manually",76,-68,-23,104.541857645634
"sub-006","ses-4","run-01","P1","Cathode2","Network","full-automated",67.05404124,-65.12040966,-21.05261587,95.8129679942732
"sub-006","ses-4","run-01","P1","Cathode3","Kira","manually",84,-45,21,97.5807358037436
"sub-006","ses-4","run-01","P1","Cathode3","Network","full-automated",76.62122155,-42.22838001,20.89714519,89.9485316565818
"sub-006","ses-4","run-02","P1","Anode","Kira","manually",79,-69,7,105.123736615476
"sub-006","ses-4","run-02","P1","Anode","Network","full-automated",71.52062005,-68.06840642,8.74395078,99.1209550001301
"sub-006","ses-4","run-02","P1","Cathode1","Kira","manually",69,-93,25,118.469405333191
"sub-006","ses-4","run-02","P1","Cathode1","Network","full-automated",59.70466706,-90.10435884,25.28753805,111.008568729369
"sub-006","ses-4","run-02","P1","Cathode2","Kira","manually",77,-68,-24,105.494075663044
"sub-006","ses-4","run-02","P1","Cathode2","Network","full-automated",67.45551587,-66.04776119,-21.03661832,96.7217281164912
"sub-006","ses-4","run-02","P1","Cathode3","Kira","manually",85,-47,20,99.1665266105454
"sub-006","ses-4","run-02","P1","Cathode3","Network","full-automated",76.88080301,-43.58272989,21.18434272,90.8784275425447
"sub-007","ses-1","run-01","P3","Anode","Kira","manually",-68,-33,65,99.6895180046528
"sub-007","ses-1","run-01","P3","Anode","Network","full-automated",-60.74022725,-32.61456386,61.8953535,92.6505249151327
"sub-007","ses-1","run-01","P3","Cathode1","Kira","manually",-63,2,54,83
"sub-007","ses-1","run-01","P3","Cathode1","Network","full-automated",-61.5164856,0.93549746,54.96258226,82.4987188067787
"sub-007","ses-1","run-01","P3","Cathode2","Kira","manually",-66,-51,34,90.0721932674008
"sub-007","ses-1","run-01","P3","Cathode2","Network","full-automated",-64.24510385,-51.85144661,34.23850442,89.3771842763315
"sub-007","ses-1","run-01","P3","Cathode3","Kira","manually",-43,-42,87,105.744976240009
"sub-007","ses-1","run-01","P3","Cathode3","Network","full-automated",-41.30448474,-42.90382273,86.1041936,104.693508012629
"sub-007","ses-1","run-02","P3","Anode","Kira","manually",-68,-33,64,99.040395798886
"sub-007","ses-1","run-02","P3","Anode","Network","full-automated",-60.95915251,-33.27440083,62.54970139,93.4648017668208
"sub-007","ses-1","run-02","P3","Cathode1","Kira","manually",-65,2,57,86.4754300365138
"sub-007","ses-1","run-02","P3","Cathode1","Network","full-automated",-61.71174857,-0.20014117,55.60206258,83.0660540245235
"sub-007","ses-1","run-02","P3","Cathode2","Kira","manually",-66,-53,33,90.851527229871
"sub-007","ses-1","run-02","P3","Cathode2","Network","full-automated",-64.33612804,-52.47404199,34.58370797,89.9371742434784
"sub-007","ses-1","run-02","P3","Cathode3","Kira","manually",-43,-44,87,106.55515003978
"sub-007","ses-1","run-02","P3","Cathode3","Network","full-automated",-41.28483294,-43.22007796,86.98002186,105.536423913824
"sub-007","ses-2","run-01","P3","Anode","Kira","manually",-68,-41,56,97.1648084442099
"sub-007","ses-2","run-01","P3","Anode","Network","full-automated",-62.96853008,-41.61136787,52.44092334,91.9053434638057
"sub-007","ses-2","run-01","P3","Cathode1","Kira","manually",-65,-1,52,83.2466215530696
"sub-007","ses-2","run-01","P3","Cathode1","Network","full-automated",-63.00639616,-1.82102962,51.83481882,81.6086426063441
"sub-007","ses-2","run-01","P3","Cathode2","Kira","manually",-68,-59,21,92.4445779913565
"sub-007","ses-2","run-01","P3","Cathode2","Network","full-automated",-62.18450512,-59.17655621,18.99804152,87.9187298787365
"sub-007","ses-2","run-01","P3","Cathode3","Kira","manually",-48,-58,81,110.584809083346
"sub-007","ses-2","run-01","P3","Cathode3","Network","full-automated",-42.56801475,-58.38451916,77.8404045,106.206951420443
"sub-007","ses-2","run-02","P3","Anode","Kira","manually",-70,-41,56,98.5748446613029
"sub-007","ses-2","run-02","P3","Anode","Network","full-automated",-63.02575721,-42.37878214,53.10127596,92.6712078055721
"sub-007","ses-2","run-02","P3","Cathode1","Kira","manually",-72,-2,57,91.8531436587774
"sub-007","ses-2","run-02","P3","Cathode1","Network","full-automated",-62.84643636,-2.48599098,52.78168931,82.1082300425575
"sub-007","ses-2","run-02","P3","Cathode2","Kira","manually",-67,-60,19,91.9238815542512
"sub-007","ses-2","run-02","P3","Cathode2","Network","full-automated",-62.09724209,-59.89889355,19.04578642,88.3554576925192
"sub-007","ses-2","run-02","P3","Cathode3","Kira","manually",-49,-60,82,112.805141726785
"sub-007","ses-2","run-02","P3","Cathode3","Network","full-automated",-43.19580719,-59.54497123,78.47350926,107.561949653009
"sub-007","ses-3","run-01","P3","Anode","Kira","manually",-67,-40,57,96.6333275842243
"sub-007","ses-3","run-01","P3","Anode","Network","full-automated",-64.36573758,-43.43224446,53.49067208,94.2897663196845
"sub-007","ses-3","run-01","P3","Cathode1","Kira","manually",-72,2,52,88.8369292580512
"sub-007","ses-3","run-01","P3","Cathode1","Network","full-automated",-62.75239476,-44.79229557,62.52545551,99.265529652937
"sub-007","ses-3","run-01","P3","Cathode2","Kira","manually",-69,-59,23,93.6536171218176
"sub-007","ses-3","run-01","P3","Cathode2","Network","full-automated",-66.00240418,-55.25789814,27.32532271,90.3129333240613
"sub-007","ses-3","run-01","P3","Cathode3","Kira","manually",-46,-51,80,105.437185091409
"sub-007","ses-3","run-01","P3","Cathode3","Network","full-automated",-62.75239476,-44.79229557,62.52545551,99.265529652937
"sub-007","ses-3","run-02","P3","Anode","Kira","manually",-90,-39,70,120.50311199301
"sub-007","ses-3","run-02","P3","Cathode1","Kira","manually",-76,0,50,90.9725233243533
"sub-007","ses-3","run-02","P3","Cathode2","Kira","manually",-71,-59,23,95.1367436903324
"sub-007","ses-3","run-02","P3","Cathode3","Kira","manually",-44,-52,82,106.602063769891
"sub-007","ses-4","run-01","P3","Anode","Kira","manually",-72,-35,59,99.4484791236146
"sub-007","ses-4","run-01","P3","Anode","Network","full-automated",-62.55556673,-36.16855301,57.21784007,92.1696499831954
"sub-007","ses-4","run-01","P3","Cathode1","Kira","manually",-68,6,55,87.6641317757725
"sub-007","ses-4","run-01","P3","Cathode1","Network","full-automated",-61.62055123,3.310047,54.72834754,82.4817602230353
"sub-007","ses-4","run-01","P3","Cathode2","Kira","manually",-65,-57,25,89.9944442729661
"sub-007","ses-4","run-01","P3","Cathode2","Network","full-automated",-62.97793255,-56.49865013,25.47659433,88.3593476290986
"sub-007","ses-4","run-01","P3","Cathode3","Kira","manually",-47,-49,86,109.571894206498
"sub-007","ses-4","run-01","P3","Cathode3","Network","full-automated",-40.25590895,-49.6187126,82.35338033,104.233555524359
"sub-007","ses-4","run-02","P3","Anode","Kira","manually",-71,-35,60,99.3277403347121
"sub-007","ses-4","run-02","P3","Anode","Network","full-automated",-62.80336157,-36.82013591,57.96288023,93.0574022712882
"sub-007","ses-4","run-02","P3","Cathode1","Kira","manually",-72,6,55,90.8019823572151
"sub-007","ses-4","run-02","P3","Cathode1","Network","full-automated",-61.61099603,2.87282228,56.47549186,83.6280402765129
"sub-007","ses-4","run-02","P3","Cathode2","Kira","manually",-66,-55,26,89.7607932228765
"sub-007","ses-4","run-02","P3","Cathode2","Network","full-automated",-63.05430631,-56.77136344,26.01834347,88.745633402409
"sub-007","ses-4","run-02","P3","Cathode3","Kira","manually",-41,-51,84,106.480045078879
"sub-007","ses-4","run-02","P3","Cathode3","Network","full-automated",-40.38498426,-50.79510195,82.76797737,105.174271633856
"sub-009","ses-1","run-01",NA,"Anode","Network","full-automated",-70.47745209,-45.31602037,37.9003189,91.9622048887161
"sub-009","ses-1","run-01",NA,"Cathode1","Network","full-automated",-64.87036802,-63.19925425,3.05419901,90.618091551296
"sub-009","ses-1","run-01",NA,"Cathode2","Network","full-automated",-68.09255219,-6.99583957,40.17430861,79.3694683573512
